Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as Asian & Pacific Islander,Surname rank among Asians & Pacific Islanders,% of people with surname self-identifying as 'Asian & Pacific Islander',U.S. Rank,U.S. total occurrences,https://names.mongabay.com/data/asian_pacific_islander.html Derived from US Census Data
POSTELL,1382,2408,49.70%,10578,2783,
MORANT,1382,2408,82.60%,15942,1674,
BABB,1381,2412,10.90%,2609,12726,
ISRAEL,1381,2412,14.70%,3476,9401,
TWYMAN,1381,2412,48.80%,10426,2831,
FLINT,1380,2415,9.40%,2268,14683,
DERRICK,1379,2416,15.00%,3554,9182,
TEAL,1379,2416,15.80%,3737,8716,
HARDIMAN,1379,2416,37.00%,8185,3728,
ZENO,1379,2416,47.90%,10255,2881,
KEENE,1378,2420,8.00%,1925,17161,
CATCHINGS,1378,2420,74.80%,14783,1842,
MCCOWAN,1375,2422,33.60%,7504,4094,
JESSIE,1375,2422,35.90%,8000,3828,
ORTIZ,1374,2424,0.60%,94,214683,
KEELS,1374,2424,61.70%,12726,2228,
SHOCKLEY,1373,2426,11.10%,2675,12413,
MALVEAUX,1372,2427,92.30%,17483,1486,
WADLEY,1371,2428,38.10%,8437,3598,
REDMAN,1370,2429,11.00%,2660,12474,
TALTON,1369,2430,47.40%,10234,2890,
TRUSS,1366,2431,64.30%,13187,2124,
LEVINE,1365,2432,4.00%,926,34472,
PEELE,1365,2432,31.50%,7116,4329,
NOWLIN,1364,2434,21.00%,4967,6492,
EMERY,1363,2435,5.40%,1275,25338,
CARDWELL,1363,2435,11.90%,2878,11450,
WADDY,1363,2435,78.20%,15439,1742,
BOATENG,1363,2435,95.00%,17952,1435,
COUNTS,1361,2439,14.20%,3420,9584,
BREEDLOVE,1361,2439,15.70%,3754,8673,
PECK,1360,2441,3.40%,796,39432,
CRAIN,1360,2441,7.90%,1934,17110,
FOGLE,1360,2441,13.60%,3289,9994,
HARTSFIELD,1360,2441,33.90%,7650,4010,
RHODEN,1359,2445,24.10%,5647,5638,
THEODORE,1359,2445,33.90%,7638,4014,
NICOLAS,1355,2447,23.40%,5525,5783,
OTIS,1354,2448,17.90%,4338,7579,
TILLER,1354,2448,18.60%,4471,7299,
WESSON,1354,2448,25.90%,6053,5228,
TWITTY,1354,2448,50.80%,10948,2667,
ARNETT,1353,2452,8.40%,2075,16027,
BOUDREAUX,1353,2452,8.90%,2190,15240,
LUNSFORD,1352,2454,8.10%,1981,16736,
KELSEY,1352,2454,9.80%,2397,13849,
OLIPHANT,1352,2454,24.80%,5813,5448,
BUFFORD,1352,2454,56.70%,12022,2384,
PRIOLEAU,1351,2458,93.50%,17859,1445,
WOODLAND,1349,2459,33.20%,7545,4065,
DEANS,1348,2460,35.70%,8088,3776,
CRANFORD,1347,2461,14.30%,3464,9429,
TALIAFERRO,1347,2461,36.20%,8199,3725,
FOXX,1347,2461,47.40%,10389,2842,
EAST,1346,2464,10.90%,2684,12357,
LEIGH,1346,2464,13.80%,3350,9756,
ELLIOT,1346,2464,15.40%,3738,8714,
RAYNOR,1346,2464,17.90%,4366,7520,
MOREHEAD,1345,2468,17.50%,4281,7670,
CHALMERS,1345,2468,23.10%,5496,5817,
HARP,1344,2470,10.10%,2484,13295,
MATTISON,1344,2470,19.00%,4588,7083,
BARCLAY,1343,2472,12.00%,2965,11160,
SHACKLEFORD,1343,2472,37.70%,8514,3563,
BECKWITH,1341,2474,11.50%,2809,11703,
NORTHERN,1341,2474,38.40%,8660,3496,
ADAMSON,1339,2476,8.30%,2065,16080,
HASAN,1339,2476,22.00%,5272,6074,
TURMAN,1339,2476,27.10%,6350,4935,
FULMORE,1339,2476,87.40%,17087,1532,
GREAVES,1338,2480,28.30%,6608,4731,
FORMAN,1337,2481,11.00%,2706,12202,
COPPER,1337,2481,38.60%,8729,3466,
WHEATLEY,1336,2483,11.00%,2740,12097,
BAGBY,1336,2483,23.90%,5696,5584,
FOREST,1336,2483,26.70%,6270,5006,
RICHEY,1335,2486,7.40%,1839,17950,
CLAYBORN,1333,2487,52.40%,11366,2545,
OWUSU,1333,2487,93.00%,17970,1433,
BLALOCK,1331,2489,11.80%,2942,11234,
BARNETTE,1331,2489,15.90%,3905,8363,
BETTIS,1330,2491,23.50%,5619,5665,
TANKSLEY,1330,2491,42.70%,9578,3113,
LINDO,1330,2491,47.30%,10483,2810,
HAND,1329,2494,6.00%,1481,22034,
HUSTON,1329,2494,8.10%,2030,16364,
SANTIAGO,1328,2496,1.50%,302,90967,
HUEY,1328,2496,13.40%,3318,9881,
PRITCHARD,1327,2498,5.60%,1378,23606,
PURYEAR,1327,2498,31.70%,7321,4192,
BATEMAN,1324,2500,7.20%,1801,18313,
WHEAT,1323,2501,12.20%,3062,10855,
UPCHURCH,1323,2501,13.60%,3358,9736,
GODBOLT,1323,2501,82.50%,16502,1603,
FUNDERBURK,1321,2504,22.90%,5530,5777,
FANT,1321,2504,33.80%,7854,3910,
ALBRIGHT,1319,2506,5.30%,1297,24942,
GUILLAUME,1319,2506,53.80%,11719,2451,
PRIMUS,1318,2508,57.90%,12490,2278,
ZACHERY,1318,2508,77.50%,15752,1701,
BAIN,1317,2510,7.80%,1965,16845,
CAMARA,1313,2511,21.20%,5187,6188,
MOOREHEAD,1313,2511,28.30%,6712,4639,
DUBOIS,1311,2513,5.80%,1459,22455,
ZACHARY,1311,2513,20.40%,5008,6428,
ZANDERS,1311,2513,74.60%,15350,1757,
PURCELL,1310,2516,6.00%,1517,21696,
BINNS,1310,2516,32.50%,7599,4036,
SEALY,1309,2518,38.10%,8780,3439,
MOONEY,1308,2519,4.00%,968,32953,
ALBRITTON,1308,2519,20.40%,5021,6412,
PHILPOT,1307,2521,24.40%,5909,5362,
SHORTS,1307,2521,53.50%,11745,2443,
SUMTER,1307,2521,75.90%,15590,1721,
MORALES,1306,2524,0.60%,90,217642,
WORLEY,1306,2524,5.10%,1271,25407,
DANGERFIELD,1306,2524,46.70%,10519,2798,
BLOW,1305,2527,37.50%,8696,3479,
PEAY,1305,2527,43.70%,9967,2987,
HOLLIE,1305,2527,62.60%,13396,2085,
OBRIEN,1304,2530,1.10%,234,115385,
SHAFFER,1303,2531,2.20%,505,59227,
ERWIN,1303,2531,5.90%,1475,22120,
MCMORRIS,1302,2533,46.30%,10483,2810,
HEADEN,1302,2533,72.70%,15117,1790,
OCONNOR,1301,2535,1.70%,385,74756,
ADAM,1300,2536,10.60%,2704,12209,
MASSENBURG,1300,2536,87.10%,17426,1492,
REDDEN,1298,2538,14.80%,3712,8769,
SORRELL,1298,2538,15.90%,3990,8170,
HASSELL,1298,2538,21.40%,5287,6058,
HACKNEY,1296,2541,13.90%,3516,9291,
MORMAN,1296,2541,39.30%,9111,3297,
GRANDISON,1296,2541,84.30%,17040,1537,
MULLINGS,1295,2544,61.70%,13319,2099,
STROZIER,1295,2544,68.70%,14503,1884,
ENGRAM,1294,2546,72.00%,15052,1798,
LAY,1293,2547,7.20%,1832,17979,
EARLE,1293,2547,15.40%,3900,8373,
MCDOUGAL,1292,2549,18.40%,4625,7011,
ABDI,1291,2550,61.70%,13364,2091,
FURLOW,1290,2551,41.70%,9639,3095,
BELLARD,1290,2551,48.80%,11026,2645,
WEEKES,1289,2553,49.00%,11087,2630,
GOODLOE,1289,2553,52.60%,11726,2449,
CULBREATH,1289,2553,59.10%,12919,2181,
CATES,1288,2556,7.20%,1844,17907,
TOLER,1288,2556,14.20%,3592,9091,
HUNDLEY,1288,2556,15.40%,3891,8382,
SQUIRE,1288,2556,25.30%,6198,5082,
PEPPERS,1288,2556,26.70%,6486,4831,
OUSLEY,1287,2561,29.20%,7006,4411,
HARDNETT,1287,2561,95.50%,18791,1348,
BADGER,1286,2563,16.90%,4308,7620,
BELLINGER,1285,2564,24.90%,6124,5158,
WEBER,1284,2565,1.20%,252,107866,
CRUMPTON,1284,2565,26.80%,6531,4792,
CUMBERBATCH,1284,2565,85.10%,17268,1509,
CHARLTON,1283,2568,13.00%,3334,9837,
BURRUS,1283,2568,32.70%,7826,3921,
BINION,1283,2568,39.40%,9205,3259,
BRATCHER,1281,2571,15.10%,3855,8469,
RUBIN,1279,2572,5.60%,1425,22969,
DISMUKE,1279,2572,53.30%,11948,2399,
MCALISTER,1277,2574,11.20%,2883,11433,
BANNER,1277,2574,24.10%,5997,5288,
DARNELL,1276,2576,7.20%,1859,17775,
BOHANNON,1276,2576,13.50%,3450,9473,
LOCKRIDGE,1276,2576,35.50%,8436,3599,
MEEKINS,1276,2576,40.70%,9513,3135,
SWINT,1276,2576,43.00%,10025,2966,
LANEY,1275,2581,12.30%,3171,10386,
CASTILLO,1274,2582,0.80%,135,165473,
STEPNEY,1274,2582,91.30%,18329,1395,
CASTLE,1273,2584,6.40%,1661,19768,
BRADEN,1273,2584,9.80%,2548,13032,
TRAPP,1272,2586,14.00%,3596,9075,
SAULS,1272,2586,20.40%,5166,6227,
THOMASON,1271,2588,6.50%,1678,19549,
FRIEND,1271,2588,7.30%,1908,17312,
SISTRUNK,1269,2590,41.70%,9801,3046,
STOREY,1268,2591,9.40%,2461,13450,
HERMAN,1267,2592,3.00%,746,42091,
MASSIE,1267,2592,12.00%,3143,10525,
TURPIN,1266,2594,11.00%,2873,11475,
PINSON,1265,2595,17.50%,4523,7212,
STOWERS,1265,2595,20.00%,5085,6333,
BRIDGEWATER,1265,2595,34.30%,8258,3690,
RENDER,1265,2595,48.20%,11109,2622,
CONERLY,1264,2599,55.50%,12490,2278,
HONORE,1264,2599,70.10%,15024,1804,
HIBBLER,1263,2601,73.40%,15590,1721,
MCCOMBS,1261,2602,14.10%,3656,8927,
HEARNS,1261,2602,65.60%,14292,1922,
SHELLEY,1260,2604,9.00%,2373,13995,
BONEY,1260,2604,34.70%,8371,3630,
WINDOM,1260,2604,54.90%,12405,2295,
STEGALL,1259,2607,16.90%,4400,7454,
DEMPS,1258,2608,86.50%,17755,1455,
CRUSE,1256,2609,14.90%,3874,8422,
DICKS,1256,2609,27.60%,6824,4544,
HELMS,1254,2611,4.20%,1074,29727,
SHUMPERT,1253,2612,54.40%,12377,2302,
NALLS,1253,2612,57.90%,12982,2165,
HAMER,1252,2614,19.20%,4942,6526,
BIRDSONG,1251,2615,24.00%,6062,5221,
BROOM,1249,2616,25.80%,6462,4846,
FUDGE,1249,2616,30.00%,7393,4157,
CLAYBORNE,1249,2616,72.40%,15563,1725,
BILLS,1247,2619,12.80%,3363,9722,
ABNER,1247,2619,24.60%,6223,5061,
EXUM,1247,2619,45.00%,10609,2772,
WYNNE,1246,2622,13.10%,3443,9499,
OMAR,1246,2622,29.90%,7358,4173,
DOCTOR,1245,2624,39.40%,9442,3159,
RYANS,1245,2624,63.10%,14022,1973,
GREENIDGE,1244,2626,86.30%,17895,1442,
GUINN,1243,2627,9.80%,2625,12641,
MERRILL,1242,2628,3.90%,1007,31758,
COLTER,1242,2628,36.10%,8784,3436,
BETHUNE,1241,2630,36.70%,8903,3380,
WYLIE,1240,2631,10.70%,2822,11631,
TOOMBS,1240,2631,26.30%,6627,4709,
SPRINGFIELD,1240,2631,36.20%,8818,3421,
GUICE,1240,2631,41.20%,9889,3011,
TROUPE,1240,2631,43.50%,10340,2853,
VIRGIL,1240,2631,48.60%,11349,2551,
SIDNEY,1240,2631,61.00%,13685,2033,
FORRESTER,1239,2638,9.30%,2487,13276,
MCCURDY,1238,2639,10.30%,2750,12044,
CORBITT,1238,2639,22.00%,5662,5620,
HERRINGTON,1237,2641,9.10%,2434,13628,
FENNER,1237,2641,17.70%,4636,6992,
STRIBLING,1237,2641,38.90%,9395,3179,
GILMER,1236,2644,19.00%,4964,6500,
LOONEY,1235,2645,9.50%,2568,12955,
MAZYCK,1235,2645,88.20%,18269,1401,
BRUNER,1234,2647,8.00%,2163,15404,
CEASER,1233,2648,75.80%,16314,1626,
CROUCH,1231,2649,5.10%,1342,24146,
HAWES,1231,2649,12.90%,3437,9522,
BRIM,1231,2649,30.30%,7556,4060,
TYNER,1230,2652,18.40%,4831,6669,
BALTIMORE,1230,2652,60.70%,13724,2025,
ENOCH,1229,2654,38.00%,9265,3236,
PACKER,1228,2655,13.70%,3644,8962,
DEW,1228,2655,19.90%,5193,6180,
RAVENELL,1228,2655,94.40%,19272,1301,
PINNOCK,1227,2658,74.50%,16147,1646,
FRYER,1226,2659,16.30%,4373,7506,
BRILEY,1226,2659,17.10%,4552,7155,
BRISTER,1226,2659,22.80%,5888,5386,
GARMON,1226,2659,23.70%,6102,5183,
HORACE,1226,2659,69.60%,15309,1762,
MAYWEATHER,1222,2664,93.90%,19272,1301,
BIRCH,1221,2665,10.40%,2807,11745,
BERTRAND,1220,2666,10.50%,2830,11619,
KINDRED,1220,2666,26.60%,6765,4592,
NEIL,1219,2668,13.20%,3544,9209,
COMEAUX,1219,2668,18.20%,4813,6702,
BERKLEY,1219,2668,27.00%,6864,4514,
WILMORE,1219,2668,53.80%,12539,2267,
ISAACS,1218,2672,8.50%,2306,14379,
SHEARS,1217,2673,34.00%,8481,3577,
ANDRUS,1216,2674,12.90%,3461,9438,
RICHIE,1216,2674,17.50%,4652,6967,
HIBBERT,1216,2674,36.50%,9019,3332,
KENDRICKS,1215,2677,74.40%,16260,1633,
HAY,1214,2678,6.80%,1853,17824,
NABORS,1214,2678,21.50%,5635,5650,
RORIE,1214,2678,48.40%,11512,2508,
OSBY,1214,2678,80.50%,17268,1509,
EBRON,1213,2682,84.70%,17980,1432,
BELK,1212,2683,20.50%,5421,5914,
AVENT,1212,2683,54.50%,12742,2223,
CHEW,1211,2685,14.20%,3831,8516,
KENNER,1211,2685,31.30%,7937,3865,
GRIFFEN,1211,2685,33.30%,8360,3639,
KAY,1210,2688,5.20%,1402,23189,
HARGRAVE,1210,2688,17.50%,4677,6930,
BLACKWOOD,1209,2690,15.40%,4195,7837,
SWINSON,1209,2690,34.90%,8720,3469,
RODDY,1208,2692,17.40%,4660,6957,
OSMAN,1205,2693,20.00%,5329,6017,
BATCHELOR,1204,2694,12.80%,3483,9389,
WILLIFORD,1204,2694,14.90%,4038,8080,
TROY,1204,2694,15.20%,4125,7940,
LEDET,1204,2694,27.10%,6957,4445,
GOGGINS,1204,2694,41.60%,10208,2897,
STUKES,1204,2694,80.40%,17377,1498,
BOOTHE,1203,2700,14.60%,3973,8215,
UTLEY,1203,2700,16.60%,4508,7249,
NELMS,1203,2700,18.60%,4978,6477,
TRAHAN,1202,2703,8.80%,2419,13733,
GEIGER,1200,2704,5.50%,1503,21785,
SEATON,1200,2704,13.40%,3643,8963,
FORDHAM,1200,2704,25.90%,6712,4639,
MANSFIELD,1199,2707,6.50%,1780,18498,
DUGGER,1199,2707,13.20%,3587,9097,
HARBIN,1199,2707,14.50%,3949,8259,
BOWE,1199,2707,18.40%,4957,6510,
KITCHENS,1198,2711,11.60%,3189,10321,
WINGO,1198,2711,20.40%,5448,5875,
GROCE,1198,2711,23.60%,6210,5074,
HASTINGS,1197,2714,4.40%,1183,27201,
ROEBUCK,1197,2714,24.20%,6336,4952,
STANBACK,1197,2714,82.20%,17748,1456,
GRAYER,1196,2717,80.50%,17483,1486,
WIMBLEY,1196,2717,83.90%,18045,1425,
EASTON,1195,2719,12.30%,3375,9692,
MOORMAN,1195,2719,16.70%,4555,7149,
MCLAIN,1194,2721,7.00%,1945,16978,
PIRTLE,1194,2721,23.20%,6135,5141,
NESBIT,1194,2721,26.20%,6802,4565,
EATMON,1194,2721,54.20%,12815,2203,
MUNDY,1193,2725,12.70%,3482,9390,
BRISTOL,1192,2726,16.30%,4473,7296,
SLATON,1192,2726,22.90%,6092,5198,
THRASHER,1191,2728,9.50%,2651,12535,
WATLEY,1191,2728,55.90%,13158,2130,
TYNES,1190,2730,41.70%,10350,2851,
GOLSON,1190,2730,49.40%,11903,2408,
WINDER,1189,2732,22.60%,6023,5259,
MIKELL,1189,2732,45.70%,11179,2602,
HARDRICK,1188,2734,82.00%,17813,1449,
SELF,1187,2735,5.20%,1426,22954,
COBURN,1187,2735,8.80%,2454,13514,
CHAPLIN,1187,2735,19.60%,5282,6063,
ROSCOE,1187,2735,23.30%,6190,5093,
WEIR,1186,2739,6.40%,1767,18588,
CARRAWAY,1186,2739,30.10%,7782,3937,
OBRYANT,1185,2741,31.40%,8103,3770,
DICKINSON,1184,2742,4.50%,1230,26144,
SHADE,1183,2743,17.00%,4674,6940,
DENIS,1183,2743,21.80%,5852,5418,
RUNNELS,1183,2743,24.30%,6439,4863,
DEMERY,1182,2746,55.40%,13149,2132,
HOYLE,1181,2747,12.50%,3457,9455,
WAINWRIGHT,1181,2747,17.30%,4748,6824,
LOVELL,1180,2749,5.70%,1596,20628,
COY,1180,2749,7.60%,2142,15561,
NUNNALLY,1180,2749,29.50%,7680,3997,
REVELS,1178,2752,26.70%,7010,4410,
MCADOO,1178,2752,33.60%,8631,3507,
BRADDY,1178,2752,34.80%,8901,3382,
DENNY,1177,2755,6.80%,1899,17366,
DASH,1177,2755,36.70%,9321,3211,
SOUTHALL,1177,2755,37.60%,9523,3131,
HINKLE,1176,2758,5.20%,1449,22581,
WILHITE,1176,2758,15.10%,4213,7797,
PHILIPS,1176,2758,17.50%,4796,6729,
FRY,1175,2761,3.10%,838,37542,
EILAND,1175,2761,40.70%,10245,2887,
COWANS,1175,2761,73.90%,16616,1589,
GUMBS,1174,2764,72.00%,16275,1631,
RAND,1171,2765,11.60%,3249,10097,
CHILDERS,1170,2766,3.90%,1063,30079,
FOBBS,1170,2766,89.30%,19174,1310,
ROMAN,1169,2768,2.00%,507,59020,
RILES,1169,2768,52.00%,12634,2248,
HAYS,1168,2770,3.50%,964,33194,
PLAYER,1168,2770,33.90%,8769,3445,
COSEY,1168,2770,76.40%,17122,1529,
LOCKWOOD,1167,2773,6.00%,1695,19386,
FREDRICK,1166,2774,17.60%,4876,6612,
CONAWAY,1165,2775,14.80%,4171,7878,
FIELDER,1165,2775,16.80%,4668,6947,
BAGGETT,1163,2777,9.20%,2639,12586,
RONE,1163,2777,25.30%,6754,4601,
GOLSTON,1163,2777,84.30%,18484,1379,
WATTERS,1162,2780,10.40%,2970,11144,
LILES,1162,2780,11.60%,3267,10052,
CARRUTHERS,1162,2780,26.80%,7115,4330,
LEVI,1161,2783,17.70%,4915,6569,
PITRE,1161,2783,19.00%,5240,6119,
CHAPPLE,1161,2783,36.00%,9279,3229,
LONGMIRE,1160,2786,36.40%,9382,3185,
LISTER,1158,2787,14.70%,4158,7891,
RABB,1158,2787,41.20%,10483,2810,
LYTLE,1157,2789,9.10%,2617,12701,
LANKFORD,1157,2789,9.80%,2793,11827,
BEASON,1157,2789,22.60%,6152,5129,
ELIE,1156,2792,52.30%,12796,2209,
PEETE,1156,2792,72.10%,16502,1603,
KEITT,1155,2794,84.90%,18656,1361,
DIAL,1154,2795,10.40%,2990,11089,
EDMONSON,1154,2795,25.30%,6800,4566,
MEBANE,1154,2795,65.10%,15244,1772,
TABOR,1153,2798,7.70%,2213,15058,
MINER,1151,2799,5.60%,1597,20627,
CUTLER,1151,2799,7.60%,2210,15087,
DARLING,1150,2801,6.40%,1849,17855,
COLON,1149,2802,2.10%,539,55512,
PEART,1149,2802,37.40%,9703,3072,
MCELVEEN,1148,2804,31.20%,8273,3683,
LORD,1147,2805,4.90%,1399,23221,
METOYER,1147,2805,56.80%,13748,2021,
POUGH,1147,2805,84.50%,18701,1357,
WHITTEN,1146,2808,8.30%,2393,13876,
SALAAM,1144,2809,90.10%,19657,1269,
MCWHORTER,1143,2810,12.40%,3551,9185,
CAVE,1143,2810,13.80%,3943,8273,
WALSTON,1143,2810,20.90%,5786,5473,
CARMON,1143,2810,45.20%,11437,2527,
ELAMIN,1143,2810,86.90%,19128,1315,
WISEMAN,1142,2815,6.10%,1745,18813,
BOWLING,1141,2816,4.40%,1243,25938,
HELM,1141,2816,6.80%,1991,16700,
BLAKEY,1140,2818,31.80%,8459,3587,
DUCKSWORTH,1140,2818,91.10%,19865,1252,
NEVILLE,1139,2820,10.10%,2935,11258,
BEAUFORD,1139,2820,69.90%,16283,1629,
BOOZER,1138,2822,27.80%,7502,4095,
COLQUITT,1138,2822,48.50%,12189,2344,
MCMURRAY,1137,2824,12.00%,3444,9492,
NICKS,1137,2824,28.20%,7608,4029,
BOULDIN,1137,2824,34.10%,9008,3336,
DOMINIQUE,1137,2824,46.90%,11832,2425,
CLINKSCALES,1136,2828,55.70%,13648,2039,
STOCKTON,1135,2829,8.70%,2552,13015,
MCREYNOLDS,1135,2829,15.30%,4418,7424,
HEAL,1134,2831,23.80%,6554,4769,
MUNSON,1133,2832,6.50%,1902,17345,
LAFLEUR,1133,2832,12.80%,3683,8852,
BANDY,1133,2832,13.40%,3870,8426,
ELSTON,1133,2832,20.90%,5846,5423,
DACOSTA,1132,2836,21.60%,6028,5252,
CONRAD,1131,2837,2.80%,786,40102,
SPRAGGINS,1131,2837,48.10%,12162,2349,
PURDIE,1131,2837,53.60%,13266,2110,
FELLS,1130,2840,63.70%,15225,1774,
SAFFOLD,1130,2840,69.90%,16391,1617,
THOMSON,1129,2842,4.70%,1341,24174,
ANDERS,1129,2842,7.30%,2165,15375,
JUDKINS,1129,2842,21.30%,5989,5294,
QUARTERMAN,1129,2842,69.20%,16275,1631,
RAMIREZ,1128,2846,0.30%,42,388987,
IVERSON,1128,2846,7.30%,2168,15366,
CHINN,1126,2848,18.30%,5220,6146,
LIPSEY,1126,2848,38.40%,10121,2930,
NILES,1125,2850,14.10%,4102,7993,
GRUNDY,1124,2851,31.10%,8406,3611,
HADNOT,1124,2851,86.30%,19263,1302,
HOWE,1123,2853,2.80%,775,40555,
FULLWOOD,1123,2853,59.40%,14482,1889,
NICKSON,1123,2853,62.00%,14976,1811,
EPPERSON,1122,2856,9.00%,2681,12400,
LACOUR,1122,2856,31.30%,8465,3585,
SENIOR,1122,2856,32.60%,8782,3438,
PAULK,1120,2859,24.00%,6688,4657,
HOLIFIELD,1120,2859,27.50%,7522,4079,
JULIAN,1119,2861,7.70%,2277,14625,
RUSSEL,1119,2861,24.40%,6781,4582,
PIPKIN,1118,2863,20.70%,5861,5411,
DRAIN,1116,2864,30.60%,8351,3643,
JOUBERT,1115,2865,34.30%,9232,3249,
KINCHEN,1115,2865,43.50%,11310,2563,
MAIDEN,1114,2867,32.00%,8699,3478,
MCCALLA,1114,2867,41.10%,10807,2708,
RENE,1114,2867,51.20%,12942,2175,
OLIVIER,1113,2870,19.50%,5585,5703,
BIGGERS,1113,2870,24.10%,6740,4609,
BOLDS,1113,2870,68.50%,16314,1626,
BARTHOLOMEW,1112,2873,7.60%,2266,14696,
EDOUARD,1112,2873,87.20%,19575,1275,
HYATT,1111,2875,6.00%,1791,18396,
PILGRIM,1111,2875,18.00%,5213,6157,
GRISSETT,1111,2875,51.40%,13012,2160,
HARDMAN,1109,2878,12.20%,3586,9101,
HEADLEY,1109,2878,12.60%,3691,8830,
SCARLETT,1109,2878,26.90%,7457,4116,
CULP,1107,2881,8.50%,2547,13035,
CAVER,1107,2881,56.60%,14108,1957,
SPARKMAN,1105,2883,14.90%,4424,7418,
JUNIOR,1105,2883,55.60%,13931,1986,
SELDON,1104,2885,72.60%,17186,1520,
TABRON,1104,2885,89.80%,20152,1230,
JOY,1103,2887,8.70%,2607,12741,
CARUTHERS,1103,2887,28.70%,7985,3840,
SHOWERS,1102,2889,22.10%,6298,4980,
TIMS,1101,2890,32.60%,8913,3377,
TELLIS,1101,2890,75.20%,17671,1464,
ODUM,1100,2892,26.60%,7436,4128,
MCMANUS,1099,2893,4.80%,1430,22903,
OLDHAM,1099,2893,8.60%,2604,12753,
MCNEELY,1099,2893,9.80%,2941,11235,
PASS,1099,2893,24.20%,6836,4532,
JAMESON,1098,2897,8.50%,2588,12868,
LUCKY,1098,2897,45.80%,11953,2398,
ULMER,1097,2899,13.60%,4059,8051,
GODDARD,1096,2900,7.20%,2200,15157,
CAMPER,1096,2900,34.30%,9352,3198,
MCELRATH,1096,2900,36.80%,9984,2981,
KENNARD,1095,2903,23.50%,6674,4666,
MIKE,1095,2903,31.70%,8748,3458,
YEARWOOD,1095,2903,37.20%,10088,2945,
POSTON,1094,2906,10.60%,3193,10292,
STEVERSON,1094,2906,44.00%,11590,2485,
DUVALL,1092,2908,5.60%,1698,19369,
HANLEY,1092,2908,5.70%,1718,19160,
DANNER,1092,2908,10.50%,3161,10422,
COZART,1092,2908,26.00%,7318,4194,
PEEK,1091,2912,10.20%,3107,10694,
HARTWELL,1091,2912,16.50%,4870,6621,
DAYS,1091,2912,64.40%,15796,1693,
HOLSEY,1091,2912,64.80%,15861,1684,
DUNKLEY,1090,2916,44.00%,11616,2479,
WESTBROOKS,1090,2916,50.50%,13031,2157,
OKAFOR,1090,2916,94.80%,21254,1150,
HAGGINS,1089,2919,78.30%,18364,1391,
LEGRAND,1088,2920,21.50%,6227,5058,
AKERS,1086,2921,4.50%,1330,24353,
CHENAULT,1086,2921,26.60%,7509,4089,
APPLING,1086,2921,40.60%,10907,2678,
SAXON,1085,2924,15.30%,4584,7092,
DILL,1084,2925,6.20%,1877,17562,
BIENAIME,1084,2925,81.40%,18947,1332,
GLASPIE,1081,2927,61.40%,15317,1761,
SIMIEN,1081,2927,85.90%,19784,1259,
MONDESIR,1081,2927,86.30%,19865,1252,
ALVAREZ,1080,2930,0.60%,132,168817,
NEWBERRY,1078,2931,8.10%,2501,13233,
KEEL,1078,2931,13.10%,3971,8218,
CROMER,1078,2931,13.50%,4120,7963,
MCKIE,1078,2931,41.20%,11134,2614,
NATHANIEL,1078,2931,65.80%,16208,1639,
LEAKS,1078,2931,89.80%,20543,1200,
CASIMIR,1077,2937,73.80%,17702,1460,
STITT,1076,2938,19.00%,5628,5656,
KITTRELL,1075,2939,27.20%,7752,3952,
EALEY,1075,2939,50.40%,13128,2135,
FLUDD,1075,2939,89.20%,20468,1205,
HUTCHISON,1074,2942,4.60%,1389,23391,
BUNTON,1074,2942,27.20%,7765,3946,
POTEAT,1074,2942,32.50%,9102,3300,
HAWK,1073,2945,6.60%,2045,16240,
PEAK,1073,2945,13.40%,4077,8034,
JANUARY,1073,2945,45.70%,12168,2347,
STANDIFER,1072,2948,33.20%,9295,3225,
ALMOND,1071,2949,15.50%,4704,6893,
BYARS,1070,2950,16.30%,4912,6573,
VANBUREN,1070,2950,18.50%,5521,5789,
PHOENIX,1070,2950,37.70%,10394,2841,
BECKLES,1070,2950,84.10%,19599,1273,
PINKARD,1069,2954,46.60%,12410,2294,
GAYDEN,1069,2954,80.30%,18953,1331,
BURR,1068,2956,7.20%,2253,14839,
FOUST,1068,2956,8.80%,2726,12145,
THRASH,1068,2956,23.20%,6740,4609,
HEDGEPETH,1068,2956,33.80%,9442,3159,
MILLNER,1067,2960,37.50%,10357,2849,
SENEGAL,1067,2960,93.30%,21335,1144,
LAUDERDALE,1066,2962,26.60%,7631,4015,
BEAVER,1065,2963,4.80%,1488,21963,
LAYTON,1065,2963,5.70%,1746,18781,
LOFTIN,1064,2965,16.40%,4963,6502,
TILLEY,1063,2966,6.80%,2143,15560,
EMMANUEL,1063,2966,55.80%,14395,1906,
TILGHMAN,1061,2968,39.70%,10917,2675,
FULTZ,1060,2969,9.60%,3012,11028,
SONNIER,1059,2970,18.50%,5573,5719,
SEALEY,1059,2970,32.80%,9283,3228,
SUMLER,1059,2970,66.40%,16571,1595,
SUMNER,1058,2973,5.90%,1851,17837,
BELT,1058,2973,12.60%,3874,8422,
MATHIEU,1058,2973,21.90%,6482,4832,
HITE,1057,2976,9.00%,2800,11776,
DENNISON,1056,2977,7.50%,2348,14132,
COOKSEY,1055,2978,15.40%,4737,6845,
GAYLES,1055,2978,88.50%,20642,1192,
HEPBURN,1054,2980,32.00%,9118,3291,
