Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as 'Hispanic',Surname rank among hispanics,% of people with surname self-identifying as 'hispanic',U.S. Rank,U.S. total occurrences,HtDerived from US Census Datatps://names.mongabay.com/data/hispanic.html 
TICAS,497,3653,94.80%,39499,524,
VILLANEDA,497,3653,95.90%,39885,518,
BENDER,496,3659,1.30%,821,38464,
FRYE,496,3659,1.40%,862,36716,
KATZ,496,3659,1.60%,1045,30615,
BRITTON,496,3659,1.80%,1147,28001,
CLAVEL,496,3659,75.20%,32782,660,
LANGARICA,496,3659,94.70%,39499,524,
WINTER,495,3665,1.60%,1043,30721,
WILDER,495,3665,1.60%,1067,30023,
HICKEY,495,3665,1.70%,1105,28970,
HERRON,495,3665,1.90%,1248,25776,
OHARA,495,3665,2.30%,1565,21068,
MARTA,495,3665,46.30%,22443,1070,
ALVIAR,495,3665,56.30%,26163,879,
GERVACIO,495,3665,62.70%,28460,789,
DELPOZO,495,3665,75.10%,32823,659,
OLAYA,495,3665,86.80%,36917,570,
SWEET,494,3675,1.70%,1111,28872,
RODRIGUE,494,3675,10.70%,6748,4604,
GAMES,494,3675,28.10%,15360,1755,
IRIBE,494,3675,95.60%,39946,517,
ANDALON,494,3675,97.40%,40622,507,
SEARS,493,3680,1.60%,1019,31387,
PAULIN,493,3680,14.70%,8938,3363,
FRAYRE,493,3680,89.30%,37835,552,
CUARTAS,493,3680,92.10%,38833,535,
MONJARAZ,493,3680,96.30%,40265,512,
FUERTES,492,3685,68.90%,30791,714,
DELMORAL,492,3685,80.90%,35106,608,
MANSILLA,492,3685,84.40%,36276,583,
FLEITAS,492,3685,86.80%,37043,567,
ALVIRA,492,3685,88.30%,37591,557,
LINAREZ,492,3685,92.30%,38942,533,
WELSH,491,3691,1.70%,1097,29217,
RITCHIE,491,3691,1.70%,1131,28397,
PRESAS,491,3691,88.30%,37640,556,
NOGUERAS,491,3691,90.30%,38263,544,
POTTS,490,3695,1.30%,832,37687,
KNOWLES,490,3695,1.80%,1174,27380,
BREWSTER,490,3695,2.60%,1770,18554,
MINERO,490,3695,77.80%,34071,630,
RAMALES,490,3695,91.40%,38771,536,
AGUNDEZ,490,3695,91.60%,38833,535,
MERRILL,489,3701,1.50%,1007,31758,
CASH,489,3701,1.70%,1123,28572,
CASSIDY,489,3701,1.90%,1240,26011,
SEGUI,489,3701,71.40%,31848,685,
MARCHENA,489,3701,83.70%,36232,584,
NOGUEZ,489,3701,95.50%,40265,512,
RIGGS,488,3707,1.40%,947,33868,
FULTON,488,3707,1.50%,1017,31513,
RICHTER,488,3707,1.70%,1096,29233,
MILLIGAN,488,3707,2.20%,1497,21887,
AMATO,488,3707,3.90%,2676,12411,
LAO,488,3707,10.80%,6850,4523,
SALA,488,3707,14.30%,8836,3412,
DECASAS,488,3707,92.10%,39111,530,
HAHN,487,3715,1.30%,822,38354,
ABEL,487,3715,2.70%,1809,18243,
READ,487,3715,2.90%,1981,16736,
LUZ,487,3715,28.80%,15796,1693,
BOZA,487,3715,61.10%,28256,797,
LAJARA,487,3715,90.40%,38587,539,
MANCIAS,487,3715,91.70%,39052,531,
MELENDES,487,3715,92.40%,39304,527,
FIGUEREO,487,3715,94.70%,40139,514,
VAZGUEZ,487,3715,95.70%,40465,509,
PAUCAR,487,3715,95.70%,40465,509,
MCCONNELL,486,3726,1.20%,800,39203,
COTTON,486,3726,1.50%,1006,31759,
PITRE,486,3726,7.90%,5240,6119,
CRIADO,486,3726,83.50%,36328,582,
LOJA,486,3726,90.00%,38524,540,
PANUCO,486,3726,93.60%,39824,519,
BRETADO,486,3726,96.60%,40908,503,
POLLOCK,485,3733,2.10%,1420,22994,
LAMAR,485,3733,4.40%,3010,11030,
HURON,485,3733,52.20%,25060,929,
MUELA,485,3733,90.80%,38890,534,
SCHMITT,484,3737,1.40%,898,35326,
RANKIN,484,3737,1.70%,1148,27989,
CARUSO,484,3737,2.40%,1621,20257,
MORENA,484,3737,43.00%,21590,1126,
SALCE,484,3737,63.40%,29210,764,
ALVILLAR,484,3737,86.70%,37534,558,
RINCONES,484,3737,89.80%,38587,539,
BRECEDA,484,3737,92.40%,39499,524,
HURLEY,483,3745,1.20%,808,38971,
MILLA,483,3745,61.50%,28584,785,
TRIVINO,483,3745,82.30%,36093,587,
CARRAZCO,483,3745,97.20%,41320,497,
COFFEY,482,3749,1.40%,894,35442,
PLACIDO,482,3749,47.30%,23326,1018,
SAUSEDO,482,3749,82.70%,36276,583,
POBLANO,482,3749,88.60%,38263,544,
CHAVOYA,482,3749,90.80%,39052,531,
HENANDEZ,482,3749,95.60%,40833,504,
SARGENT,481,3755,1.80%,1190,27024,
BATTLE,481,3755,2.00%,1359,23934,
CALO,481,3755,30.90%,16859,1558,
MANON,481,3755,57.70%,27289,833,
ALVISO,481,3755,75.00%,33563,641,
TAPANES,481,3755,88.10%,38141,546,
CASERES,481,3755,90.20%,38942,533,
ESCATEL,481,3755,96.20%,41130,500,
HOLDEN,480,3763,1.40%,940,34041,
FRANCESCHI,480,3763,44.60%,22336,1076,
GUITY,480,3763,75.90%,33993,632,
CORRO,480,3763,79.70%,35387,602,
MONTEALEGRE,480,3763,83.20%,36572,577,
CAJINA,480,3763,95.20%,40833,504,
AGUILLAR,480,3763,95.40%,40908,503,
SALDIERNA,480,3763,98.00%,41793,490,
MCCANN,479,3771,1.40%,916,34692,
FRITZ,479,3771,1.40%,966,33068,
HASTINGS,479,3771,1.80%,1183,27201,
CHOW,479,3771,3.10%,2124,15650,
MARZAN,479,3771,42.80%,21694,1119,
SALADO,479,3771,82.30%,36328,582,
MALTEZ,479,3771,87.70%,38141,546,
CHERRY,478,3778,1.40%,922,34615,
LEANDRO,478,3778,47.00%,23350,1016,
AGUDO,478,3778,74.70%,33605,640,
HUBER,477,3781,1.30%,861,36729,
WERNER,477,3781,1.40%,931,34352,
DESOUZA,477,3781,10.80%,7003,4413,
ROSTRO,477,3781,95.20%,41060,501,
GAMBLE,476,3785,1.50%,981,32377,
KAPLAN,476,3785,1.60%,1090,29410,
FOURNIER,476,3785,3.30%,2335,14221,
CIPRIAN,476,3785,75.10%,33876,634,
TROCHEZ,476,3785,93.90%,40622,507,
PRIEGO,476,3785,94.10%,40690,506,
CANTRELL,475,3791,1.40%,920,34674,
MACKEY,475,3791,1.60%,1075,29718,
TORRALBA,475,3791,57.20%,27344,831,
BURBANO,475,3791,82.50%,36630,576,
BIBIAN,475,3791,93.90%,40690,506,
LEY,474,3796,8.80%,5891,5380,
SABINO,474,3796,23.90%,13943,1985,
FULGENCIO,474,3796,61.20%,28888,775,
CARRIZOSA,474,3796,84.30%,37319,562,
DUTAN,474,3796,94.80%,41130,500,
HAAS,473,3801,1.40%,941,34032,
LAPORTE,473,3801,6.60%,4538,7176,
FRATICELLI,473,3801,70.60%,32380,670,
NEYRA,473,3801,83.90%,37200,564,
RADILLO,473,3801,94.00%,40908,503,
CANIZALEZ,473,3801,97.10%,41995,487,
FLORENCIO,472,3807,84.00%,37319,562,
REVUELTA,472,3807,93.10%,40622,507,
LAGUNES,472,3807,96.30%,41793,490,
RICHMOND,471,3810,1.30%,882,35715,
DODD,471,3810,1.60%,1065,30029,
LANGE,471,3810,1.60%,1068,29977,
BACHICHA,471,3810,90.80%,39824,519,
GOYTIA,471,3810,93.50%,40833,504,
ZELADA,471,3810,94.40%,41203,499,
MUNETON,471,3810,98.30%,42604,479,
AYERS,470,3817,1.20%,812,38836,
DAVIES,470,3817,1.50%,988,32165,
BEACH,470,3817,1.60%,1071,29940,
AMOS,470,3817,2.10%,1436,22817,
RUFINO,470,3817,59.10%,28298,795,
GALENO,470,3817,71.50%,32900,657,
MCALLISTER,469,3823,1.60%,1122,28586,
CONNOR,469,3823,1.70%,1138,28107,
GUY,469,3823,1.70%,1150,27934,
SANCHO,469,3823,43.00%,22116,1091,
NOVO,469,3823,51.40%,25466,912,
NILA,469,3823,84.40%,37640,556,
BARQUERO,469,3823,92.10%,40465,509,
TURRUBIATES,469,3823,94.00%,41203,499,
MANCINAS,469,3823,95.70%,41793,490,
COOKE,468,3832,1.50%,1000,31860,
DOWNING,468,3832,1.70%,1154,27879,
BURRELL,468,3832,2.00%,1414,23048,
SHERWOOD,468,3832,2.20%,1567,20998,
GIORDANO,468,3832,2.90%,2072,16036,
SEMIDEY,468,3832,90.70%,40019,516,
OTANO,468,3832,91.10%,40139,514,
ARZUAGA,468,3832,94.50%,41448,495,
AMEZOLA,468,3832,96.50%,42134,485,
CHAVERO,468,3832,96.70%,42217,484,
LANDRY,467,3842,1.20%,828,37961,
RIDDLE,467,3842,1.40%,975,32654,
LAY,467,3842,2.60%,1832,17979,
RON,467,3842,47.80%,24083,977,
ARZAGA,467,3842,71.20%,32939,656,
CASANAS,467,3842,86.50%,38524,540,
MERO,466,3848,30.90%,17260,1510,
OLGIN,466,3848,79.40%,36093,587,
ZEGARRA,466,3848,89.30%,39617,522,
CAMP,465,3851,1.60%,1087,29432,
TABORA,465,3851,58.30%,28256,797,
ESTELA,465,3851,83.90%,37728,554,
MORETA,465,3851,85.50%,38263,544,
GUADAMUZ,465,3851,91.40%,40465,509,
SENDEJAS,465,3851,93.00%,41130,500,
GRADILLA,465,3851,99.10%,43377,469,
PUGH,464,3858,1.20%,817,38691,
DAUGHERTY,464,3858,1.30%,921,34650,
ANTIGUA,464,3858,86.70%,38833,535,
GRISALES,464,3858,93.50%,41382,496,
VELAQUEZ,464,3858,94.30%,41657,492,
CABRIALES,464,3858,96.90%,42604,479,
TRACY,463,3864,1.60%,1093,29316,
FRASER,463,3864,1.90%,1312,24616,
CEA,463,3864,46.20%,23582,1003,
CASIQUE,463,3864,95.90%,42289,483,
MCDERMOTT,462,3868,1.60%,1086,29440,
RUAN,462,3868,22.20%,13440,2077,
CIRINO,462,3868,33.00%,18298,1398,
CUESTAS,462,3868,91.10%,40622,507,
URIETA,462,3868,93.10%,41382,496,
LOPEZHERNANDEZ,462,3868,97.70%,43058,473,
GUIJOSA,462,3868,98.30%,43290,470,
BRIGHT,461,3875,1.40%,992,32042,
KINNEY,461,3875,1.50%,1032,30956,
LLORENS,461,3875,58.30%,28407,791,
SERVELLON,461,3875,93.50%,41596,493,
PENUELAS,461,3875,96.00%,42529,480,
GUTHRIE,460,3880,1.50%,1015,31530,
ALDABA,460,3880,87.60%,39444,525,
NARVAIZ,460,3880,89.70%,40203,513,
SARATE,460,3880,90.00%,40335,511,
HENDRIX,459,3884,1.30%,941,34032,
ROSELL,459,3884,26.80%,15676,1711,
FRED,459,3884,27.00%,15765,1699,
PALOMAREZ,459,3884,86.80%,39176,529,
CHAVANA,459,3884,90.00%,40397,510,
ARENIVAS,459,3884,93.90%,41859,489,
GUANDIQUE,459,3884,95.20%,42363,482,
RECENDIZ,459,3884,99.40%,43955,462,
TOMLINSON,458,3892,1.90%,1345,24110,
CORNIER,458,3892,79.00%,36421,580,
OYERVIDES,458,3892,91.60%,41130,500,
SOBERANES,458,3892,91.80%,41203,499,
ZAGAL,458,3892,94.00%,41995,487,
FINCH,457,3897,1.50%,1076,29703,
HENDRICKSON,457,3897,1.50%,1084,29496,
FIGUERAS,457,3897,63.10%,30443,724,
CAREAGA,457,3897,80.20%,36917,570,
COMACHO,457,3897,84.90%,38644,538,
TABORDA,457,3897,85.90%,38992,532,
BAERGA,457,3897,87.00%,39444,525,
ENCALADA,457,3897,90.00%,40552,508,
QUIROA,457,3897,94.20%,42134,485,
VILLADA,457,3897,95.00%,42437,481,
KAISER,456,3907,1.40%,977,32567,
ENGLAND,456,3907,1.60%,1113,28861,
DYE,456,3907,1.70%,1163,27627,
PEDROSO,456,3907,63.20%,30516,722,
BALDENEGRO,456,3907,92.50%,41596,493,
ALVELO,456,3907,93.30%,41859,489,
HIDROGO,456,3907,93.40%,41924,488,
YEPIZ,456,3907,94.20%,42217,484,
CHAVIS,455,3915,3.30%,2415,13744,
ASUNCION,455,3915,14.80%,9700,3073,
VICARIO,455,3915,41.50%,22033,1097,
CERA,455,3915,46.20%,23940,984,
LAZOS,455,3915,67.10%,32094,678,
PINELA,455,3915,90.80%,41060,501,
COLLAZOS,455,3915,91.70%,41382,496,
HORNE,454,3922,1.30%,873,36288,
CHILDERS,454,3922,1.50%,1063,30079,
LESLIE,454,3922,1.90%,1335,24266,
GRECO,454,3922,2.70%,1941,17013,
BIANCHI,454,3922,5.70%,4134,7928,
LEGER,453,3927,4.90%,3541,9211,
DUPREY,453,3927,14.00%,9252,3241,
VIVERO,453,3927,86.50%,39499,524,
LIENDO,453,3927,88.50%,40265,512,
COLOCHO,453,3927,96.80%,43463,468,
WENCES,453,3927,98.50%,44103,460,
BROWNE,452,3933,2.10%,1563,21109,
NOA,452,3933,49.00%,25221,922,
CORAL,452,3933,65.40%,31621,691,
CONSTANZA,452,3933,74.60%,35187,606,
REBOLLO,452,3933,86.80%,39678,521,
MONTERROZA,452,3933,94.60%,42677,478,
FARRIS,451,3939,1.60%,1108,28928,
RENOVATO,451,3939,92.80%,42056,486,
RUACHO,451,3939,94.90%,42912,475,
VOGEL,450,3942,1.50%,1052,30388,
YEE,450,3942,2.30%,1687,19483,
ANGELO,450,3942,5.90%,4301,7630,
VILORIA,450,3942,25.10%,15088,1794,
GRANADA,450,3942,59.10%,29261,762,
CARAPIA,450,3942,96.40%,43546,467,
FRIEDMAN,449,3948,1.20%,857,36833,
KAUFMAN,449,3948,1.30%,911,34786,
SHEA,449,3948,1.40%,990,32069,
BONNER,448,3951,1.40%,1005,31761,
PEARCE,448,3951,1.50%,1054,30276,
FIELD,448,3951,1.80%,1329,24374,
LEO,448,3951,5.90%,4296,7638,
CHEVALIER,448,3951,7.60%,5426,5905,
MORI,448,3951,11.50%,7895,3890,
VASALLO,448,3951,81.90%,38079,547,
URQUILLA,448,3951,96.10%,43629,466,
GARCIAPEREZ,448,3951,97.60%,44192,459,
DICKINSON,447,3960,1.70%,1230,26144,
CRISANTO,447,3960,85.60%,39617,522,
KRAUSE,446,3962,1.30%,932,34345,
LOCKHART,446,3962,1.70%,1195,26844,
SORENSEN,446,3962,1.70%,1201,26705,
SADA,446,3962,49.10%,25547,908,
PEREGRINO,446,3962,69.90%,33690,638,
MAESTRE,446,3962,75.00%,35721,595,
DONADO,446,3962,84.20%,39111,530,
BATREZ,446,3962,93.50%,42757,477,
VALDIVIEZO,446,3962,94.30%,43058,473,
NOVAK,445,3971,1.30%,899,35282,
MADDEN,445,3971,1.30%,926,34472,
MCNEIL,445,3971,1.30%,961,33239,
WORKMAN,445,3971,1.40%,1029,31151,
PRATS,445,3971,62.70%,30929,710,
LISCANO,445,3971,85.40%,39678,521,
LOPEZMARTINEZ,445,3971,97.40%,44350,457,
BLANKENSHIP,444,3978,1.00%,731,42663,
DONAHUE,444,3978,1.40%,1026,31251,
GAUTIER,444,3978,19.30%,12405,2295,
AGOSTINI,444,3978,29.10%,17158,1524,
BALMACEDA,444,3978,70.00%,33876,634,
OGAS,444,3978,75.90%,36189,585,
VILLAFRANCO,444,3978,83.50%,38992,532,
DELAROCHA,444,3978,88.40%,40987,502,
CASTENEDA,444,3978,89.50%,41382,496,
WILLS,443,3987,1.60%,1143,28036,
COURTNEY,443,3987,1.70%,1202,26668,
DOWNEY,443,3987,1.70%,1225,26206,
DOSSANTOS,443,3987,12.10%,8323,3659,
BORDA,443,3987,44.70%,23831,990,
MONTAS,443,3987,74.30%,35666,596,
PESCADOR,443,3987,78.10%,37043,567,
BAYARDO,443,3987,94.30%,43290,470,
QUIZHPI,443,3987,97.40%,44497,455,
THURMAN,442,3996,2.00%,1450,22564,
TOBIN,442,3996,2.40%,1816,18135,
RUBY,442,3996,4.90%,3646,8955,
ROMEO,442,3996,5.40%,3984,8184,
VIERRA,442,3996,12.40%,8497,3572,
CAMBRON,442,3996,19.40%,12475,2282,
CANDIDO,442,3996,36.80%,20512,1202,
ARRAZOLA,442,3996,91.30%,42217,484,
