Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as 'white',Surname rank among whites,% of people with surname self-identifying as 'white',U.S. Rank,U.S. total occurrences,https://names.mongabay.com/data/white.html Derived from US Census Data
KRAUSE,33170,616,96.60%,932,34345,
HARDIN,33148,617,79.60%,753,41664,
WERNER,33115,618,96.40%,931,34352,
FREDERICK,33085,619,82.90%,791,39909,
ANTHONY,33076,620,63.40%,580,52146,
WOODWARD,33071,621,91.30%,875,36242,
AYERS,33011,622,85.00%,812,38836,
KEMP,32971,623,73.80%,698,44701,
HAAS,32899,624,96.70%,941,34032,
BRADSHAW,32823,625,80.50%,769,40794,
SELLERS,32787,626,78.90%,755,41561,
HENDRICKS,32737,627,78.20%,749,41879,
MULLEN,32681,628,89.70%,867,36442,
MCGRATH,32639,629,95.90%,943,34031,
MCFARLAND,32537,630,80.80%,782,40244,
BENTLEY,32520,631,84.00%,814,38714,
NOBLE,32507,632,80.80%,784,40217,
GLASS,32331,633,79.40%,770,40724,
CHURCH,32291,634,90.90%,890,35539,
IRWIN,32284,635,93.90%,930,34374,
MCCARTY,32210,636,90.20%,881,35718,
LANDRY,32206,637,84.80%,828,37961,
CLEMENTS,32199,638,86.50%,843,37237,
HERNANDEZ,32140,639,4.60%,15,706372,
LYNN,32109,640,86.50%,847,37125,
GILMORE,32088,641,68.20%,661,47050,
WILEY,32079,642,67.50%,653,47503,
BLANCHARD,32007,643,87.10%,860,36764,
ANDERSEN,32003,644,95.50%,954,33508,
DURHAM,31986,645,75.50%,740,42365,
PITTS,31941,646,65.90%,639,48462,
PRUITT,31902,647,75.10%,736,42463,
LEVINE,31900,648,92.50%,926,34472,
COFFEY,31884,649,90.00%,894,35442,
BEASLEY,31873,650,69.00%,679,46179,
BAIRD,31871,651,93.10%,935,34233,
MACK,31797,652,47.30%,441,67154,
FARLEY,31764,653,85.60%,849,37116,
DAUGHERTY,31753,654,91.60%,921,34650,
ESTES,31728,655,88.50%,880,35839,
MAYNARD,31705,656,88.90%,884,35648,
MCCANN,31650,657,91.20%,916,34692,
CANTRELL,31595,658,91.10%,920,34674,
VAUGHAN,31588,659,84.00%,837,37591,
RAYMOND,31580,660,82.80%,825,38158,
WHITEHEAD,31560,661,72.90%,721,43310,
HARDING,31512,662,82.20%,823,38340,
FREY,31504,663,96.20%,972,32735,
BLACKWELL,31482,664,67.70%,673,46495,
GOOD,31435,665,91.30%,929,34430,
BRAUN,31359,666,96.00%,973,32676,
HATFIELD,31349,667,93.70%,956,33464,
GLENN,31337,668,63.60%,627,49241,
HOUSE,31301,669,77.30%,776,40477,
FRITZ,31299,670,94.70%,966,33068,
PRINCE,31266,671,70.00%,700,44640,
PACE,31211,672,80.10%,807,38975,
WILKERSON,31188,673,66.90%,670,46605,
HICKMAN,31170,674,77.50%,783,40224,
HANNA,31106,675,87.40%,887,35599,
DODSON,30991,676,83.10%,842,37298,
FRYE,30955,677,84.30%,862,36716,
COMPTON,30947,678,89.00%,910,34788,
RITTER,30928,679,94.10%,970,32864,
ONEAL,30909,680,67.00%,680,46161,
BEAN,30834,681,83.00%,846,37145,
KAISER,30821,682,94.60%,977,32567,
POTTS,30817,683,81.80%,832,37687,
HAYS,30744,684,92.60%,964,33194,
LUTZ,30720,685,96.20%,996,31940,
SHEA,30703,686,95.70%,990,32069,
ROWLAND,30607,687,88.70%,925,34498,
LIVINGSTON,30596,688,74.70%,766,40964,
BIRD,30576,689,90.00%,944,33962,
STUART,30492,690,85.40%,883,35701,
MOONEY,30445,691,92.40%,968,32953,
FLOWERS,30357,692,55.90%,560,54277,
SHEPARD,30356,693,78.40%,815,38705,
MCKAY,30356,693,82.20%,853,36948,
HALEY,30338,695,83.30%,869,36433,
RIGGS,30292,696,89.40%,947,33868,
JOYCE,30229,697,89.30%,948,33843,
LEHMAN,30157,698,96.40%,1023,31296,
STRONG,30140,699,69.40%,718,43430,
MADDEN,29887,700,86.70%,926,34472,
DUNLAP,29881,701,77.60%,820,38516,
WHITNEY,29836,702,87.10%,934,34251,
HAYDEN,29821,703,82.80%,878,36024,
OSBORN,29711,704,92.70%,991,32044,
SMALL,29633,705,64.60%,681,45850,
JARVIS,29630,706,87.00%,939,34050,
MOON,29624,707,70.40%,748,42062,
DONNELLY,29515,708,95.50%,1036,30919,
HOUSTON,29514,709,54.60%,563,54026,
KATZ,29488,710,96.30%,1045,30615,
DUKE,29480,711,87.40%,952,33745,
MCINTOSH,29442,712,72.80%,777,40453,
SNIDER,29442,712,93.70%,1018,31418,
DAVIES,29380,714,91.30%,988,32165,
COSTA,29362,715,83.40%,900,35227,
RIDDLE,29336,716,89.80%,975,32654,
LOWERY,29315,717,70.40%,752,41670,
DONAHUE,29301,718,93.80%,1026,31251,
VOGEL,29294,719,96.40%,1052,30388,
LEVY,29293,720,82.60%,892,35464,
STANTON,29273,721,84.10%,909,34812,
MCCLAIN,29250,722,64.20%,688,45560,
KUHN,29216,723,96.30%,1053,30342,
GOLDSTEIN,29200,724,96.00%,1050,30429,
WITT,29177,725,93.00%,1020,31360,
SHOEMAKER,29163,726,94.80%,1040,30756,
MERRILL,29135,727,91.70%,1007,31758,
PEREZ,29067,728,6.00%,29,488521,
WINTER,29065,729,94.60%,1043,30721,
HANEY,29040,730,89.00%,976,32644,
GOLDBERG,28916,731,96.50%,1069,29968,
ODELL,28874,732,93.30%,1034,30951,
FAULKNER,28870,733,81.60%,896,35389,
MCLEAN,28855,734,70.60%,768,40871,
RUSH,28811,735,76.90%,839,37470,
BRAY,28721,736,83.10%,923,34575,
COSTELLO,28705,737,91.80%,1025,31266,
DOWNS,28701,738,85.70%,955,33494,
ROBERSON,28647,739,53.80%,569,53198,
BURCH,28623,740,80.60%,891,35521,
GORMAN,28620,741,91.50%,1024,31285,
CARVER,28611,742,90.60%,1014,31566,
LANGE,28505,743,95.10%,1068,29977,
GONZALEZ,28451,744,4.80%,23,597718,
WORKMAN,28435,745,91.30%,1029,31151,
JOSEPH,28395,746,35.50%,356,80030,
MALONEY,28374,747,93.20%,1048,30434,
ELLISON,28362,748,68.40%,756,41459,
GUTHRIE,28352,749,89.90%,1015,31530,
KAPLAN,28328,750,96.30%,1090,29410,
MERCER,28302,751,83.70%,949,33797,
GOFF,28295,752,89.00%,1001,31806,
DALY,28258,753,92.90%,1048,30434,
CRAMER,28248,754,95.20%,1077,29666,
MCCALL,28223,755,68.50%,761,41231,
MOSER,28217,756,95.70%,1085,29485,
KNOX,28214,757,65.70%,724,42937,
MIDDLETON,28211,758,69.30%,771,40708,
CROSBY,28209,759,72.60%,811,38844,
CARNEY,28189,760,87.30%,984,32282,
RICHTER,28172,761,96.40%,1096,29233,
WOODARD,28014,762,62.50%,696,44830,
SPEARS,27957,763,69.50%,785,40203,
HOOPER,27922,764,81.90%,936,34084,
HERRING,27918,765,74.70%,841,37353,
SANFORD,27887,766,78.40%,888,35565,
CROWLEY,27828,767,91.50%,1051,30416,
KESSLER,27827,768,96.40%,1112,28869,
WALLS,27796,769,71.00%,801,39166,
BYRNE,27787,770,95.90%,1106,28963,
CONNOLLY,27760,771,96.30%,1116,28821,
MCDERMOTT,27753,772,94.30%,1086,29440,
EVERETT,27726,773,71.60%,816,38702,
WIGGINS,27674,774,57.20%,641,48355,
BULLOCK,27589,775,64.10%,722,43021,
HENDRICKSON,27576,776,93.50%,1084,29496,
CHILDERS,27573,777,91.70%,1063,30079,
HELMS,27572,778,92.80%,1074,29727,
MCMILLAN,27569,779,70.90%,810,38896,
FINK,27564,780,97.00%,1128,28417,
FINLEY,27560,781,74.70%,854,36874,
ASHLEY,27533,782,74.40%,852,37021,
MCCABE,27445,783,93.00%,1083,29523,
PEARCE,27421,784,90.60%,1054,30276,
HARTLEY,27418,785,90.70%,1055,30236,
ARCHER,27364,786,81.90%,958,33411,
HENDRIX,27345,787,80.40%,941,34032,
BEACH,27284,788,91.10%,1071,29940,
AVERY,27215,789,72.70%,840,37440,
LANCASTER,27215,789,85.90%,1009,31686,
BEST,27178,791,73.70%,855,36862,
JUSTICE,27155,792,87.70%,1032,30956,
HICKEY,27139,793,93.70%,1105,28970,
WELSH,27128,794,92.90%,1097,29217,
DICKSON,27123,795,78.20%,915,34698,
TRACY,27117,796,92.50%,1093,29316,
KINNEY,27111,797,87.60%,1032,30956,
PUGH,26999,798,69.80%,817,38691,
HOLDEN,26862,799,78.90%,940,34041,
MARINO,26789,800,87.20%,1042,30735,
SOLOMON,26787,801,62.50%,726,42839,
MCPHERSON,26733,802,76.90%,913,34763,
FLANAGAN,26701,803,90.30%,1079,29563,
CALHOUN,26687,804,64.40%,757,41452,
HORNE,26650,805,73.40%,873,36288,
DELANEY,26647,806,85.30%,1027,31236,
SPRINGER,26589,807,85.60%,1031,31044,
SEARS,26579,808,84.70%,1019,31387,
HAINES,26551,809,91.40%,1102,29065,
BENTON,26511,810,71.60%,851,37032,
RICHMOND,26511,810,74.20%,882,35715,
RITCHIE,26446,812,93.10%,1131,28397,
DONALDSON,26434,813,74.70%,897,35387,
GILES,26361,814,67.60%,805,39002,
COWAN,26332,815,81.70%,985,32242,
HESTER,26301,816,75.90%,919,34675,
DOLAN,26249,817,96.30%,1179,27252,
KERN,26186,818,94.80%,1162,27634,
CROWE,26173,819,89.40%,1095,29260,
ENGLAND,26113,820,90.50%,1113,28861,
SPENCE,26078,821,75.70%,928,34435,
TUTTLE,26005,822,94.70%,1169,27460,
VALENTINE,25980,823,69.00%,834,37669,
PETTY,25976,824,75.80%,933,34278,
DOHERTY,25972,825,96.30%,1191,26978,
BYERS,25950,826,82.90%,1022,31299,
EWING,25905,827,78.70%,969,32925,
EMERSON,25902,828,86.30%,1066,30028,
COOLEY,25881,829,80.20%,983,32287,
HOLCOMB,25867,830,90.20%,1120,28668,
KENDALL,25848,831,87.50%,1082,29524,
LAKE,25840,832,83.60%,1035,30924,
DODD,25747,833,85.70%,1065,30029,
SLATER,25719,834,81.50%,1013,31569,
SORENSEN,25658,835,96.10%,1201,26705,
COOKE,25647,836,80.50%,1000,31860,
CLAY,25630,837,55.40%,677,46264,
GUSTAFSON,25619,838,96.90%,1213,26433,
LYON,25579,839,93.60%,1175,27337,
NEWELL,25539,840,81.50%,1021,31317,
SANCHEZ,25460,841,5.80%,33,441242,
CAMP,25453,842,86.50%,1087,29432,
CRAFT,25408,843,82.90%,1044,30653,
BARLOW,25389,844,82.60%,1041,30749,
SWEET,25381,845,87.90%,1111,28872,
TRAVIS,25351,846,76.00%,960,33339,
MADDOX,25304,847,72.40%,906,34970,
DAVID,25240,848,65.30%,818,38659,
SHEEHAN,25235,849,96.70%,1233,26107,
HYDE,25206,850,88.10%,1121,28604,
PUCKETT,25186,851,90.30%,1153,27891,
BOGGS,25143,852,90.40%,1156,27822,
WALLER,25138,853,71.80%,904,35001,
ONEIL,25128,854,89.70%,1145,28020,
DWYER,25116,855,93.90%,1197,26759,
PROCTOR,25068,856,72.30%,918,34682,
ALBERT,25039,857,80.40%,1028,31159,
SINGLETON,25033,858,48.30%,584,51797,
MCNAMARA,25028,859,96.60%,1245,25896,
SHEPPARD,25019,860,70.40%,889,35554,
MCKENNA,25018,861,95.50%,1226,26189,
CHAMBERLAIN,24987,862,89.50%,1151,27928,
GIBBONS,24870,863,85.80%,1104,28993,
BARRON,24863,864,53.80%,678,46196,
FRANKS,24853,865,84.20%,1080,29531,
HASTINGS,24840,866,91.30%,1183,27201,
HOLDER,24765,867,76.30%,978,32466,
FERRELL,24758,868,77.00%,987,32174,
CRABTREE,24692,869,95.20%,1244,25929,
MCGOWAN,24689,870,78.00%,1010,31669,
BERNARD,24617,871,67.40%,864,36546,
PARK,24616,872,30.10%,343,81890,
DAILEY,24613,873,79.70%,1038,30894,
HEWITT,24583,874,85.20%,1114,28857,
SUTHERLAND,24578,875,86.50%,1128,28417,
KIDD,24546,876,77.00%,998,31886,
PIKE,24458,877,93.80%,1235,26086,
CASSIDY,24414,878,93.90%,1240,26011,
SWARTZ,24373,879,96.30%,1276,25307,
SHAFER,24351,880,95.50%,1264,25498,
GALLOWAY,24350,881,72.10%,951,33773,
OTT,24289,882,95.30%,1265,25492,
ROMANO,24280,883,88.60%,1171,27401,
KENNEY,24217,884,89.10%,1184,27189,
BOLTON,24172,885,75.50%,994,31995,
HELLER,24171,886,95.30%,1274,25371,
FARRIS,24169,887,83.50%,1108,28928,
ROSENBERG,24169,887,95.60%,1280,25271,
FINCH,24140,889,81.30%,1076,29703,
GAY,24115,890,73.80%,974,32672,
STARR,24077,891,85.30%,1135,28210,
HOPPER,24058,892,89.20%,1192,26956,
BOWLING,24055,893,92.70%,1243,25938,
WARE,24041,894,51.50%,667,46682,
ODOM,24040,895,71.30%,953,33717,
MULLER,24024,896,89.80%,1198,26744,
MEIER,23973,897,96.30%,1298,24886,
ROLLINS,23949,898,70.90%,949,33797,
DICKINSON,23930,899,91.50%,1230,26144,
FORBES,23926,900,74.20%,986,32228,
DEMPSEY,23926,900,90.60%,1215,26403,
SHAPIRO,23897,902,96.70%,1306,24712,
DUDLEY,23880,903,68.70%,912,34770,
ROSSI,23879,904,93.60%,1263,25512,
CHANEY,23864,905,73.60%,979,32433,
PIERSON,23853,906,86.00%,1158,27730,
LINDSAY,23843,907,75.10%,1008,31744,
KIRKPATRICK,23825,908,91.10%,1229,26155,
SCHUMACHER,23819,909,96.90%,1315,24573,
DENTON,23802,910,87.80%,1187,27112,
MCGINNIS,23718,911,89.20%,1207,26578,
PATE,23717,912,82.30%,1117,28804,
CURRAN,23687,913,96.40%,1317,24559,
SARGENT,23662,914,87.60%,1190,27024,
ZIEGLER,23620,915,94.00%,1289,25138,
NIXON,23590,916,65.50%,877,36037,
ACKERMAN,23589,917,94.90%,1300,24862,
CONNOR,23526,918,83.70%,1138,28107,
RATLIFF,23488,919,80.60%,1099,29142,
SINGER,23461,920,91.60%,1261,25599,
BRIGHT,23458,921,73.20%,992,32042,
DOWNEY,23447,922,89.50%,1225,26206,
GLEASON,23419,923,93.60%,1293,25007,
DYE,23392,924,84.70%,1163,27627,
SAMPSON,23376,925,62.80%,844,37234,
COUCH,23367,926,89.40%,1231,26135,
FULTON,23339,927,74.10%,1017,31513,
COFFMAN,23298,928,94.20%,1304,24733,
DALE,23273,929,80.30%,1103,28994,
ELDER,23219,930,80.70%,1118,28783,
FUNK,23200,931,96.50%,1351,24032,
STERN,23193,932,94.20%,1311,24618,
WORLEY,23166,933,91.20%,1271,25407,
COURTNEY,23148,934,86.80%,1202,26668,
RUTHERFORD,23133,935,84.00%,1167,27539,
RANDOLPH,23130,936,58.20%,792,39742,
SHIRLEY,23120,937,84.70%,1176,27300,
CASH,23086,938,80.80%,1123,28572,
MCALLISTER,23026,939,80.50%,1122,28586,
HAMM,23006,940,87.20%,1216,26392,
SCHAFER,23004,941,96.60%,1366,23804,
FISH,23000,942,93.50%,1314,24612,
DOWNING,22947,943,82.30%,1154,27879,
BELCHER,22931,944,82.10%,1149,27947,
BRUNO,22917,945,79.80%,1119,28729,
KNOWLES,22903,946,83.60%,1174,27380,
BRITT,22880,947,75.80%,1059,30200,
SCHULZ,22864,948,96.60%,1374,23676,
EMERY,22847,949,90.20%,1275,25338,
ALBRIGHT,22847,949,91.60%,1297,24942,
HELTON,22834,951,92.70%,1310,24624,
HOLMAN,22775,952,72.30%,1016,31514,
ROE,22770,953,92.20%,1307,24699,
KEY,22735,954,71.30%,999,31882,
HILTON,22700,955,80.80%,1139,28098,
HATCH,22683,956,88.70%,1262,25564,
LUND,22676,957,94.50%,1354,24001,
DEWITT,22651,958,89.00%,1268,25448,
BACON,22617,959,77.20%,1094,29312,
RANKIN,22604,960,80.80%,1148,27989,
LANGLEY,22600,961,85.10%,1208,26560,
BLOOM,22544,962,94.40%,1362,23879,
KURTZ,22478,963,95.70%,1383,23488,
PADGETT,22426,964,90.20%,1301,24854,
MAYS,22411,965,57.60%,809,38914,
FIELD,22402,966,91.90%,1329,24374,
AKERS,22383,967,91.90%,1330,24353,
DOTSON,22351,968,70.30%,1004,31784,
FELDMAN,22351,968,96.40%,1401,23195,
GOLDMAN,22345,970,92.80%,1348,24086,
SCHMITZ,22345,970,97.20%,1423,22984,
WHALEN,22311,972,94.40%,1377,23642,
GODFREY,22290,973,80.50%,1159,27700,
MAYO,22211,974,67.10%,965,33126,
WEBBER,22207,975,84.80%,1228,26178,
POLLARD,22185,976,65.10%,937,34079,
HAGEN,22086,977,95.30%,1403,23175,
TIPTON,22080,978,89.20%,1303,24767,
ELKINS,22080,978,92.20%,1356,23953,
CROUCH,22079,980,91.40%,1342,24146,
LOCKE,22077,981,83.30%,1210,26516,
CONKLIN,22055,982,94.40%,1390,23371,
WILLS,22025,983,78.60%,1143,28036,
DRISCOLL,22021,984,95.50%,1413,23063,
POST,22020,985,95.10%,1406,23155,
SIMONS,22014,986,87.10%,1281,25266,
THOMSON,22010,987,91.00%,1341,24174,
SWENSON,21977,988,96.60%,1442,22762,
STEINER,21966,989,96.00%,1432,22874,
ARTHUR,21964,990,80.20%,1172,27383,
STOVER,21908,991,89.00%,1313,24613,
ROSEN,21896,992,96.20%,1441,22763,
CHRISTOPHER,21866,993,76.70%,1124,28493,
HEAD,21864,994,80.30%,1180,27218,
SANTOS,21709,995,21.90%,279,98993,
HORNER,21672,996,93.00%,1393,23308,
HOLBROOK,21643,997,92.80%,1392,23317,
MEEKS,21629,998,76.10%,1126,28426,
KIMBALL,21627,999,94.10%,1421,22990,
EGAN,21618,1000,96.10%,1458,22491,
GREGG,21585,1001,84.80%,1267,25457,
NEFF,21541,1002,95.70%,1455,22509,
WOODRUFF,21513,1003,83.90%,1258,25626,
HUTCHISON,21510,1004,92.00%,1389,23391,
MAHER,21484,1005,95.50%,1456,22503,
MACKEY,21471,1006,72.20%,1075,29718,
MCLEOD,21438,1007,72.90%,1088,29423,
ESPOSITO,21430,1008,94.60%,1446,22651,
STAHL,21385,1009,96.50%,1471,22163,
BRITTON,21368,1010,76.30%,1147,28001,
MASTERS,21364,1011,92.50%,1412,23106,
PRITCHARD,21326,1012,90.30%,1378,23606,
MOSES,21323,1013,57.90%,858,36814,
CONNELLY,21298,1014,93.60%,1443,22747,
ROBISON,21266,1015,89.40%,1367,23785,
YEAGER,21255,1016,95.00%,1463,22374,
CORBETT,21244,1017,82.60%,1252,25722,
LOWRY,21232,1018,86.60%,1323,24506,
LUDWIG,21222,1019,96.50%,1485,21994,
SPRAGUE,21184,1020,95.10%,1466,22283,
LAW,21167,1021,68.50%,1037,30900,
INMAN,21074,1022,89.80%,1386,23460,
CHERRY,21070,1023,60.90%,922,34615,
SIEGEL,21060,1024,96.90%,1514,21725,
GOSS,21023,1025,82.60%,1266,25464,
MCMANUS,20995,1026,91.70%,1430,22903,
TOMLINSON,20983,1027,87.00%,1345,24110,
WILDER,20980,1028,69.90%,1067,30023,
CROW,20944,1029,90.90%,1416,23031,
GROVES,20905,1030,86.20%,1336,24260,
LORD,20887,1031,89.90%,1399,23221,
OTTO,20861,1032,94.80%,1483,22001,
GRIMM,20861,1032,95.90%,1510,21757,
BABCOCK,20855,1034,95.80%,1508,21769,
OLEARY,20837,1035,95.10%,1496,21904,
BEATTY,20817,1036,82.50%,1283,25245,
WINKLER,20803,1037,95.50%,1505,21783,
PAINTER,20778,1038,95.60%,1514,21725,
ENGEL,20767,1039,96.30%,1530,21567,
METCALF,20753,1040,88.20%,1381,23540,
KOENIG,20750,1041,96.00%,1527,21606,
CONNELL,20743,1042,93.50%,1470,22183,
MCDONOUGH,20740,1043,97.20%,1542,21340,
SEYMOUR,20736,1044,84.90%,1327,24427,
JEWELL,20731,1045,89.60%,1407,23143,
SELF,20723,1046,90.30%,1426,22954,
BURT,20722,1047,80.80%,1256,25649,
HAMMER,20694,1048,94.30%,1491,21947,
RUBIN,20686,1049,90.10%,1425,22969,
PICKETT,20684,1050,67.70%,1046,30552,
CLEVELAND,20670,1051,68.40%,1056,30233,
SANDERSON,20667,1052,88.10%,1384,23469,
STRATTON,20664,1053,91.80%,1457,22498,
HINKLE,20648,1054,91.40%,1449,22581,
KRAFT,20645,1055,95.70%,1528,21579,
BOWER,20628,1056,95.00%,1516,21705,
DEVINE,20609,1057,89.50%,1417,23016,
HUTCHINS,20588,1058,80.30%,1257,25633,
MORIN,20572,1059,73.00%,1136,28184,
MCCLELLAN,20551,1060,82.30%,1294,24986,
MEREDITH,20550,1061,85.90%,1358,23937,
DODGE,20547,1062,94.10%,1500,21833,
KIRKLAND,20534,1063,71.00%,1107,28937,
BINGHAM,20513,1064,84.30%,1332,24327,
POLLOCK,20513,1064,89.20%,1420,22994,
SHARPE,20504,1066,73.60%,1155,27862,
WOOTEN,20496,1067,67.90%,1060,30185,
ELDRIDGE,20493,1068,83.60%,1322,24510,
GARLAND,20487,1069,79.60%,1251,25725,
MCCAULEY,20473,1070,85.60%,1360,23926,
REGAN,20465,1071,94.60%,1525,21624,
CLIFTON,20455,1072,83.40%,1320,24523,
WOLFF,20396,1073,95.70%,1543,21321,
NICHOLAS,20386,1074,76.60%,1205,26628,
MEAD,20372,1075,92.90%,1494,21919,
DOOLEY,20370,1076,89.30%,1439,22798,
KAY,20360,1077,87.80%,1402,23189,
HEALY,20349,1078,95.10%,1540,21407,
GROVE,20332,1079,92.50%,1487,21969,
MANLEY,20301,1080,80.70%,1288,25159,
BLANTON,20243,1081,85.50%,1375,23665,
MCKNIGHT,20232,1082,62.50%,980,32386,
TOMPKINS,20218,1083,86.20%,1385,23468,
GREENBERG,20189,1084,96.60%,1574,20908,
BOYCE,20183,1085,76.90%,1223,26229,
FRASER,20168,1086,81.90%,1312,24616,
RUTLEDGE,20111,1087,77.30%,1241,26010,
BURRIS,20060,1088,77.20%,1242,25998,
GREENWOOD,20060,1088,82.50%,1334,24301,
GUNTER,20054,1090,84.30%,1368,23775,
BLOCK,20040,1091,92.40%,1518,21686,
SHERIDAN,20036,1092,92.50%,1521,21668,
CLIFFORD,20031,1093,91.20%,1486,21974,
CHARLES,20025,1094,38.90%,589,51518,
COTE,19968,1095,95.60%,1575,20894,
GEIGER,19959,1096,91.60%,1503,21785,
LINK,19949,1097,92.60%,1534,21553,
QUICK,19948,1098,82.80%,1347,24095,
KAUFFMAN,19940,1099,96.90%,1602,20576,
HATCHER,19925,1100,70.10%,1127,28424,
SINCLAIR,19914,1101,76.60%,1239,26014,
ERWIN,19873,1102,89.80%,1475,22120,
HAND,19857,1103,90.10%,1481,22034,
ALFORD,19845,1104,66.00%,1064,30050,
SHEETS,19828,1105,95.40%,1582,20786,
TALLEY,19811,1106,68.10%,1101,29082,
CORBIN,19796,1107,77.00%,1253,25696,
DUBOIS,19792,1108,88.10%,1459,22455,
DAHL,19787,1109,96.00%,1599,20616,
GAGNON,19748,1110,96.00%,1604,20567,
DICK,19727,1111,89.90%,1492,21933,
MAURER,19727,1111,97.00%,1616,20333,
DUGAN,19723,1113,92.70%,1547,21267,
DICKEY,19713,1114,84.20%,1388,23401,
METZGER,19689,1115,96.60%,1613,20386,
CLEMENT,19676,1116,84.70%,1398,23233,
TORRES,19673,1117,6.10%,50,325169,
GRACE,19666,1118,73.60%,1200,26727,
GUY,19649,1119,70.30%,1150,27934,
HOLLEY,19630,1120,67.20%,1098,29215,
MAYFIELD,19620,1121,67.30%,1100,29136,
CHILDRESS,19549,1122,79.80%,1324,24485,
MCELROY,19545,1123,81.20%,1349,24064,
ELMORE,19521,1124,77.20%,1279,25280,
TEAGUE,19521,1124,82.30%,1371,23731,
HAGER,19501,1126,95.50%,1611,20422,
TERRELL,19477,1127,57.40%,946,33914,
HOYT,19460,1128,94.00%,1591,20707,
WHITLEY,19452,1129,74.60%,1236,26078,
BENJAMIN,19418,1130,53.30%,868,36439,
WILLARD,19406,1131,91.60%,1557,21183,
CARUSO,19400,1132,95.80%,1621,20257,
STILES,19398,1133,92.60%,1570,20957,
GONZALES,19393,1134,10.00%,110,193934,
SHERWOOD,19379,1135,92.30%,1567,20998,
BEAVER,19374,1136,88.20%,1488,21963,
LARKIN,19333,1137,84.00%,1418,23004,
GAMBLE,19306,1138,59.60%,981,32377,
KRUSE,19302,1139,96.40%,1637,20019,
PURCELL,19296,1140,88.90%,1517,21696,
CAHILL,19291,1141,95.60%,1625,20181,
PHIPPS,19284,1142,84.10%,1429,22919,
TOTH,19275,1143,96.80%,1649,19918,
FERRIS,19260,1144,92.90%,1585,20743,
WALDEN,19237,1145,79.70%,1343,24122,
HOLLINGSWORTH,19206,1146,82.50%,1396,23294,
VOSS,19203,1147,94.60%,1618,20291,
COKER,19184,1148,84.70%,1447,22636,
CORNELL,19152,1149,90.90%,1566,21060,
BUTCHER,19147,1150,86.70%,1478,22077,
JORGENSEN,19142,1151,96.20%,1650,19906,
GAINES,19117,1152,45.10%,739,42369,
MCFADDEN,19084,1153,63.20%,1058,30205,
MOSLEY,19082,1154,42.70%,699,44698,
NIX,19079,1155,83.60%,1437,22814,
PIPER,19072,1156,88.60%,1537,21526,
BOWLES,19063,1157,82.30%,1405,23157,
ROOT,19017,1158,95.10%,1641,20001,
STROUD,19013,1159,79.40%,1357,23946,
REECE,18942,1160,81.60%,1400,23216,
HERRON,18940,1161,73.50%,1248,25776,
SWIFT,18936,1162,79.90%,1372,23685,
MESSER,18925,1163,95.50%,1657,19819,
OHARA,18917,1164,89.80%,1565,21068,
DUNHAM,18916,1165,86.90%,1506,21772,
WILHELM,18901,1166,96.10%,1666,19664,
METZ,18879,1167,94.30%,1640,20010,
MEADE,18855,1168,88.70%,1548,21264,
URBAN,18852,1169,93.70%,1630,20117,
SCHAFFER,18844,1170,93.70%,1630,20117,
DRAPER,18840,1171,81.10%,1397,23242,
HERBERT,18820,1172,74.60%,1285,25224,
AMES,18819,1173,86.10%,1499,21855,
DALEY,18813,1174,81.30%,1408,23132,
NOEL,18790,1175,66.20%,1130,28401,
POE,18781,1176,82.10%,1433,22865,
STINSON,18775,1177,73.10%,1254,25694,
THACKER,18743,1178,91.30%,1607,20531,
BIGGS,18716,1179,82.70%,1448,22634,
HOLLIS,18702,1180,67.80%,1164,27597,
FINN,18665,1181,92.30%,1624,20218,
PEDERSEN,18661,1182,95.60%,1683,19510,
BERGERON,18633,1183,94.80%,1667,19655,
RAMEY,18617,1184,86.10%,1526,21618,
BARNHART,18583,1185,94.60%,1670,19642,
BURGER,18561,1186,94.40%,1668,19654,
BOUCHER,18551,1187,94.90%,1677,19554,
FOREMAN,18549,1188,68.40%,1186,27130,
SIZEMORE,18534,1189,94.50%,1674,19607,
COYLE,18532,1190,95.40%,1690,19424,
GRADY,18519,1191,73.70%,1290,25121,
BILLINGS,18519,1191,85.10%,1509,21764,
ABRAMS,18506,1193,74.10%,1295,24961,
CULLEN,18503,1194,94.10%,1665,19665,
GODWIN,18495,1195,83.80%,1480,22062,
MCGILL,18485,1196,70.10%,1218,26354,
HINTON,18474,1197,55.60%,962,33209,
PAULSON,18467,1198,95.70%,1705,19299,
CUMMINS,18446,1199,91.90%,1633,20072,
LESLIE,18428,1200,75.90%,1335,24266,
KOEHLER,18418,1201,96.70%,1725,19037,
MCNEIL,18388,1202,55.30%,961,33239,
LOVELL,18382,1203,89.10%,1596,20628,
WOMACK,18366,1204,68.30%,1194,26890,
MINER,18344,1205,88.90%,1597,20627,
LEVIN,18342,1206,96.20%,1721,19070,
DIAMOND,18330,1207,87.90%,1578,20860,
YOST,18297,1208,96.50%,1733,18959,
WASHBURN,18268,1209,93.70%,1685,19505,
MILLIGAN,18265,1210,83.50%,1497,21887,
ALDRIDGE,18233,1211,82.30%,1472,22160,
KEENAN,18215,1212,94.50%,1707,19275,
SMART,18208,1213,75.50%,1344,24114,
ENGLE,18198,1214,95.70%,1727,19022,
