Surname,Count,Rank,Rate,USRank,USTotal,Source
#Last name / Surname,Number of occurrences among people self-identifying as 'white',Surname rank among whites,% of people with surname self-identifying as 'white',U.S. Rank,U.S. total occurrences,https://names.mongabay.com/data/white.html Derived from US Census Data
WHALEY,18174,1215,82.60%,1484,22000,
JACOBSEN,18155,1216,96.40%,1743,18831,
PEACOCK,18147,1217,86.00%,1564,21106,
SILVER,18136,1218,82.60%,1489,21956,
WESTON,18097,1219,73.30%,1308,24679,
CONNORS,18091,1220,93.60%,1703,19320,
DORSEY,18073,1221,44.00%,763,41104,
SWAN,18052,1222,81.70%,1477,22082,
CRONIN,18051,1223,96.50%,1756,18710,
CREWS,18010,1224,77.70%,1404,23167,
BARNARD,18008,1225,92.30%,1681,19517,
GORE,18002,1226,73.60%,1326,24449,
ROUSE,18001,1227,71.90%,1292,25022,
CHAPPELL,17980,1228,78.20%,1419,23001,
KILGORE,17979,1229,84.60%,1548,21264,
NOWAK,17978,1230,97.10%,1777,18515,
GIFFORD,17956,1231,93.70%,1716,19171,
WHITMAN,17955,1232,90.60%,1656,19827,
SPANGLER,17907,1233,96.00%,1761,18653,
DIEHL,17889,1234,96.50%,1772,18538,
BROUSSARD,17888,1235,69.50%,1249,25735,
DIETZ,17883,1236,96.30%,1768,18568,
CHRISTIANSEN,17869,1237,95.70%,1760,18676,
BONNER,17866,1238,56.30%,1005,31761,
EDDY,17853,1239,92.80%,1710,19230,
ERNST,17841,1240,96.30%,1775,18521,
SHELDON,17835,1241,92.70%,1708,19246,
TEMPLE,17828,1242,81.90%,1507,21771,
HOUSER,17821,1243,88.80%,1632,20078,
GILLIAM,17808,1244,63.40%,1141,28075,
MCCRACKEN,17806,1245,93.80%,1732,18975,
CHILDS,17761,1246,65.10%,1178,27266,
CROCKER,17754,1247,88.60%,1635,20047,
MCKINLEY,17752,1248,76.80%,1410,23124,
RIVERA,17728,1249,5.90%,59,299463,
CASTLE,17722,1250,89.60%,1661,19768,
BRAGG,17721,1251,82.30%,1536,21540,
GOODRICH,17717,1252,91.30%,1692,19399,
COULTER,17714,1253,87.50%,1622,20252,
TIDWELL,17711,1254,85.60%,1595,20681,
DAVISON,17702,1255,81.90%,1524,21627,
CAUDILL,17702,1255,96.50%,1799,18336,
YARBROUGH,17689,1257,73.50%,1350,24063,
LOCKHART,17674,1258,65.80%,1195,26844,
BOWDEN,17670,1259,74.60%,1373,23677,
PLUMMER,17665,1260,71.60%,1309,24665,
HAGAN,17614,1261,88.20%,1643,19973,
VICKERS,17597,1262,81.70%,1535,21544,
BUNCH,17591,1263,81.50%,1529,21574,
DREW,17575,1264,77.90%,1451,22555,
KOWALSKI,17572,1265,96.90%,1817,18134,
LANDIS,17564,1266,95.50%,1792,18388,
MCHUGH,17552,1267,96.40%,1813,18206,
NORTH,17544,1268,86.70%,1623,20238,
KENDRICK,17535,1269,66.80%,1222,26266,
TACKETT,17529,1270,95.60%,1800,18332,
THOMASON,17506,1271,89.50%,1678,19549,
KRAUS,17497,1272,96.60%,1820,18107,
MCGRAW,17489,1273,84.50%,1592,20704,
SHIPLEY,17482,1274,93.10%,1748,18770,
DUVALL,17475,1275,90.20%,1698,19369,
MAGEE,17472,1276,67.10%,1237,26031,
HOSKINS,17472,1276,74.80%,1391,23358,
BOSWELL,17456,1278,79.60%,1493,21927,
FLORES,17413,1279,5.60%,55,312615,
DEAL,17399,1280,86.40%,1629,20128,
RIZZO,17368,1281,94.20%,1784,18445,
BEYER,17339,1282,96.80%,1843,17910,
BASSETT,17312,1283,86.40%,1636,20032,
WADDELL,17295,1284,82.80%,1576,20885,
LAND,17290,1285,83.60%,1594,20687,
BERNSTEIN,17283,1286,96.20%,1834,17969,
LOCKWOOD,17257,1287,89.00%,1695,19386,
PETTIT,17250,1288,92.50%,1761,18653,
HEDRICK,17202,1289,93.70%,1795,18359,
SADLER,17201,1290,82.10%,1571,20939,
LEDFORD,17196,1291,94.20%,1807,18264,
HANLEY,17183,1292,89.70%,1718,19160,
GRIGGS,17168,1293,72.30%,1369,23756,
PUTNAM,17159,1294,95.40%,1831,17990,
GROSSMAN,17148,1295,96.30%,1854,17811,
RAMIREZ,17115,1296,4.40%,42,388987,
CARTWRIGHT,17115,1296,79.00%,1522,21654,
MINOR,17066,1298,57.60%,1078,29634,
CAPPS,17062,1299,94.70%,1830,18013,
LOTT,17060,1300,67.90%,1291,25118,
WISEMAN,17054,1301,90.70%,1745,18813,
LILLY,17046,1302,78.40%,1511,21742,
NEELY,17022,1303,73.00%,1393,23308,
COTTON,17020,1304,53.60%,1006,31759,
PRYOR,17005,1305,62.80%,1189,27065,
COLVIN,16996,1306,77.60%,1495,21908,
ASH,16995,1307,82.90%,1609,20500,
OGDEN,16995,1307,92.10%,1782,18461,
BRANDON,16968,1309,66.30%,1260,25600,
VOGT,16957,1310,95.60%,1863,17739,
GALLO,16951,1311,80.20%,1560,21149,
CARLTON,16948,1312,81.80%,1587,20727,
BERGMAN,16941,1313,95.90%,1868,17671,
MCMULLEN,16938,1314,84.70%,1642,19998,
LATHAM,16934,1315,80.90%,1572,20935,
FLAHERTY,16918,1316,96.60%,1881,17513,
RING,16906,1317,88.00%,1712,19222,
NANCE,16889,1318,73.80%,1431,22900,
LAYTON,16878,1319,89.90%,1746,18781,
STACY,16864,1320,91.30%,1782,18461,
IVEY,16828,1321,74.60%,1452,22552,
DILLARD,16824,1322,55.90%,1062,30118,
SWAIN,16821,1323,69.50%,1338,24220,
FORREST,16821,1323,76.00%,1474,22124,
DUNBAR,16818,1325,67.60%,1299,24871,
TRIPP,16818,1325,84.60%,1653,19886,
RHOADES,16798,1327,93.60%,1838,17952,
GOLD,16743,1328,91.80%,1810,18237,
COPE,16735,1329,92.40%,1819,18110,
ALBRECHT,16731,1330,97.00%,1914,17256,
DOTY,16719,1331,93.50%,1848,17874,
ZIMMER,16719,1331,96.60%,1907,17315,
DELONG,16710,1333,95.10%,1875,17575,
MOBLEY,16688,1334,60.40%,1160,27648,
WEIR,16677,1335,89.70%,1767,18588,
PELLETIER,16676,1336,96.60%,1911,17267,
VINSON,16630,1337,67.70%,1318,24557,
BULLARD,16627,1338,73.80%,1453,22539,
SKAGGS,16626,1339,94.60%,1876,17569,
RAINES,16610,1340,81.50%,1614,20373,
BAUMAN,16581,1341,95.70%,1904,17328,
LEDBETTER,16567,1342,86.20%,1712,19222,
BLUM,16565,1343,96.00%,1913,17262,
SCHUSTER,16549,1344,96.10%,1916,17221,
WINN,16548,1345,76.70%,1532,21566,
ECKERT,16548,1345,96.40%,1925,17161,
HYATT,16529,1347,89.90%,1791,18396,
HADLEY,16527,1348,79.80%,1590,20710,
SHULTZ,16523,1349,96.00%,1919,17204,
SNELL,16513,1350,77.90%,1556,21192,
MOHR,16513,1350,96.30%,1927,17153,
HATHAWAY,16506,1352,91.50%,1826,18041,
CORCORAN,16505,1353,95.30%,1905,17321,
OMALLEY,16499,1354,96.90%,1938,17027,
MANSFIELD,16495,1355,89.20%,1780,18498,
HOFF,16458,1356,94.50%,1893,17408,
ABEL,16452,1357,90.20%,1809,18243,
TOBIN,16445,1358,90.70%,1816,18135,
FARR,16438,1359,85.40%,1709,19242,
STERLING,16422,1360,67.50%,1333,24314,
BERMAN,16416,1361,94.60%,1901,17346,
KISER,16414,1362,92.80%,1865,17693,
THURMAN,16404,1363,72.70%,1450,22564,
LAIRD,16401,1364,91.00%,1828,18031,
BUCKNER,16386,1365,69.30%,1376,23645,
SHEARER,16348,1366,93.20%,1878,17545,
HINSON,16339,1367,84.70%,1706,19293,
BATEMAN,16330,1368,89.20%,1801,18313,
BRANCH,16266,1369,49.20%,967,33040,
PLATT,16235,1370,88.30%,1793,18376,
CROWDER,16213,1371,69.30%,1387,23409,
GRECO,16178,1372,95.10%,1941,17013,
WELLER,16168,1373,95.60%,1951,16916,
CARLISLE,16165,1374,82.00%,1663,19718,
CAGLE,16163,1375,93.00%,1898,17380,
HIRSCH,16162,1376,95.80%,1959,16864,
OKEEFE,16156,1377,96.00%,1966,16829,
MCGOVERN,16155,1378,96.50%,1979,16739,
FITCH,16154,1379,86.20%,1753,18740,
STORY,16146,1380,85.30%,1735,18935,
HANKINS,16113,1381,76.20%,1561,21138,
BUSCH,16112,1382,94.30%,1935,17089,
NAPIER,16091,1383,85.90%,1755,18726,
BUTTS,16087,1384,68.30%,1381,23540,
GOMEZ,16079,1385,6.10%,68,263590,
BENOIT,16072,1386,85.30%,1741,18842,
ROMERO,16054,1387,10.40%,154,153772,
REEDER,16043,1388,85.50%,1750,18768,
ALLRED,16031,1389,94.60%,1948,16951,
NEUMANN,16031,1389,96.00%,1992,16697,
MCWILLIAMS,16029,1391,79.60%,1628,20135,
MCCORMACK,16015,1392,93.80%,1936,17074,
KNUTSON,16015,1392,96.70%,2009,16560,
RICHEY,16010,1394,89.20%,1839,17950,
ULRICH,15997,1395,96.50%,2006,16575,
SUMNER,15993,1396,89.70%,1851,17837,
DARLING,15970,1397,89.40%,1849,17855,
ALDRICH,15955,1398,93.80%,1939,17017,
PAPPAS,15955,1398,95.20%,1977,16754,
BRAND,15954,1400,85.10%,1751,18750,
SCHRADER,15950,1401,96.90%,2021,16464,
ROCK,15943,1402,86.10%,1779,18510,
KEEN,15933,1403,92.00%,1906,17320,
CAVANAUGH,15932,1404,93.00%,1930,17137,
ROSENTHAL,15931,1405,94.40%,1956,16881,
SOUZA,15925,1406,79.00%,1627,20168,
QUIGLEY,15904,1407,94.60%,1973,16810,
SCHULTE,15902,1408,97.40%,2037,16327,
KOHLER,15871,1409,96.30%,2018,16477,
BEAL,15868,1410,79.70%,1648,19922,
SPAULDING,15868,1410,85.60%,1774,18527,
JUDD,15852,1412,90.40%,1879,17532,
DARNELL,15848,1413,89.20%,1859,17775,
BURKETT,15840,1414,88.20%,1837,17959,
CATES,15826,1415,88.40%,1844,17907,
FERNANDEZ,15811,1416,11.40%,178,139302,
MAYES,15797,1417,63.60%,1302,24853,
DILL,15792,1418,89.90%,1877,17562,
WYNN,15791,1419,56.30%,1142,28048,
SCHWAB,15772,1420,96.60%,2035,16332,
MADSEN,15766,1421,96.00%,2024,16425,
BLAND,15757,1422,62.50%,1286,25219,
GERBER,15753,1423,96.40%,2033,16348,
COON,15736,1424,93.20%,1955,16890,
BENEDICT,15716,1425,93.30%,1964,16846,
JOYNER,15691,1426,55.60%,1134,28216,
KEATING,15687,1427,95.70%,2027,16392,
JAMISON,15666,1428,59.20%,1211,26476,
PACK,15639,1429,84.40%,1772,18538,
KINCAID,15613,1430,87.60%,1852,17833,
HACKETT,15609,1431,79.50%,1671,19637,
THAYER,15609,1431,94.60%,2014,16496,
GUIDRY,15606,1433,78.20%,1645,19967,
GUNN,15584,1434,70.50%,1475,22120,
OAKES,15583,1435,91.60%,1943,17008,
ADLER,15583,1435,95.60%,2041,16305,
CALVERT,15560,1437,90.60%,1922,17169,
OROURKE,15559,1438,95.70%,2044,16263,
CONROY,15556,1439,95.40%,2040,16309,
HAY,15548,1440,87.20%,1853,17824,
SHOOK,15538,1441,95.90%,2050,16202,
BAER,15535,1442,96.10%,2052,16165,
DIAZ,15534,1443,6.20%,73,251772,
MICHAELS,15531,1444,93.00%,1994,16696,
MURDOCK,15530,1445,81.60%,1724,19041,
SLAUGHTER,15525,1446,59.50%,1234,26088,
TYSON,15521,1447,55.60%,1152,27911,
KEARNEY,15510,1448,77.80%,1647,19938,
LIGHT,15486,1449,92.90%,1996,16671,
COATES,15483,1450,71.50%,1523,21652,
ATWOOD,15477,1451,92.40%,1977,16754,
HARDEN,15475,1452,61.30%,1284,25241,
SCHREIBER,15460,1453,97.00%,2086,15945,
SHAVER,15436,1454,92.30%,1987,16716,
PRATER,15433,1455,83.10%,1769,18565,
MEDEIROS,15428,1456,85.10%,1818,18121,
DUTTON,15424,1457,92.00%,1976,16774,
MUNSON,15421,1458,88.90%,1902,17345,
HOFFMANN,15421,1458,96.60%,2082,15970,
READ,15419,1460,92.10%,1981,16736,
LANDERS,15412,1461,84.20%,1802,18308,
SCHILLING,15412,1461,96.50%,2083,15968,
BAUM,15374,1463,95.40%,2060,16109,
HUTTON,15369,1464,85.60%,1836,17961,
ADAIR,15363,1465,85.50%,1834,17969,
SAPP,15354,1466,77.40%,1655,19847,
MAGUIRE,15346,1467,96.80%,2100,15853,
MCCOLLUM,15334,1468,79.30%,1700,19341,
STAPLETON,15327,1469,87.40%,1880,17529,
CRUM,15314,1470,87.70%,1889,17452,
HURT,15309,1471,73.80%,1584,20753,
RADER,15307,1472,94.40%,2047,16212,
WAITE,15289,1473,87.80%,1892,17415,
RIVERS,15284,1474,42.50%,879,35980,
DELUCA,15277,1475,95.90%,2089,15928,
JANSEN,15269,1476,95.20%,2072,16036,
EDMONDS,15264,1477,63.00%,1339,24210,
DOSS,15263,1478,74.00%,1598,20623,
GIORDANO,15261,1479,95.20%,2072,16036,
MARCUM,15255,1480,95.80%,2090,15925,
HURD,15253,1481,76.80%,1654,19856,
KENNY,15217,1482,90.50%,1972,16811,
CRANDALL,15215,1483,93.90%,2047,16212,
BRENNER,15200,1484,96.10%,2106,15809,
DORAN,15198,1485,92.10%,2013,16509,
FRIEND,15190,1486,87.70%,1908,17312,
DIETRICH,15186,1487,96.40%,2112,15761,
SORENSON,15176,1488,95.90%,2104,15833,
LACKEY,15175,1489,85.50%,1862,17749,
STALEY,15172,1490,83.90%,1824,18081,
SCHWARZ,15161,1491,96.50%,2119,15713,
HAWLEY,15154,1492,91.40%,2005,16578,
WALDRON,15143,1493,89.60%,1952,16908,
DOBBS,15138,1494,84.00%,1829,18021,
FERREIRA,15128,1495,67.80%,1465,22320,
MADISON,15127,1496,57.00%,1209,26548,
VANDYKE,15125,1497,91.80%,2019,16474,
STANFORD,15122,1498,73.40%,1601,20610,
TRENT,15113,1499,80.90%,1759,18679,
LAUGHLIN,15112,1500,93.90%,2062,16097,
JEFFRIES,15103,1501,66.10%,1435,22839,
MATTSON,15103,1501,95.40%,2105,15825,
MCLAIN,15100,1503,88.90%,1945,16978,
WETZEL,15100,1503,96.30%,2121,15674,
BURKHART,15089,1505,96.00%,2117,15718,
ROMAN,15086,1506,25.60%,507,59020,
HENNING,15084,1507,93.40%,2056,16153,
SANDS,15079,1508,81.80%,1787,18430,
HERNDON,15070,1509,80.00%,1742,18838,
HONEYCUTT,15051,1510,92.20%,2036,16330,
FONTENOT,15047,1511,78.40%,1715,19203,
SHEFFIELD,15038,1512,79.20%,1730,18983,
HORVATH,15035,1513,96.80%,2147,15538,
BROWNE,15032,1514,71.20%,1563,21109,
MCNALLY,15019,1515,95.20%,2111,15768,
AMOS,14993,1516,65.70%,1436,22817,
LANGFORD,14989,1517,80.40%,1763,18650,
KEENE,14983,1518,87.30%,1925,17161,
CRAIN,14975,1519,87.50%,1934,17110,
ALTMAN,14975,1519,94.10%,2091,15916,
CODY,14969,1521,79.40%,1739,18853,
SPICER,14956,1522,83.50%,1846,17901,
SEWELL,14955,1523,72.10%,1586,20736,
SAUER,14951,1524,96.60%,2151,15474,
GOINS,14950,1525,68.40%,1498,21872,
MOSHER,14934,1526,95.80%,2134,15595,
NAGY,14933,1527,96.10%,2146,15545,
HELM,14930,1528,89.40%,1991,16700,
SYKES,14917,1529,56.50%,1214,26425,
EUBANKS,14910,1530,76.00%,1673,19616,
ROCHE,14901,1531,83.20%,1845,17905,
RUSHING,14879,1532,78.90%,1739,18853,
HENLEY,14852,1533,73.20%,1619,20276,
THORPE,14850,1534,70.80%,1569,20960,
CLEARY,14829,1535,94.50%,2120,15685,
GILLIS,14815,1536,80.40%,1786,18438,
ERVIN,14814,1537,60.40%,1321,24511,
SILVERMAN,14808,1538,96.80%,2179,15299,
ROPER,14790,1539,75.80%,1680,19520,
RUDOLPH,14779,1540,75.90%,1688,19462,
POSEY,14777,1541,75.20%,1669,19648,
HUGGINS,14761,1542,68.70%,1538,21499,
BURROWS,14757,1543,86.90%,1946,16972,
LUNSFORD,14754,1544,88.20%,1981,16736,
BAIN,14749,1545,87.60%,1965,16845,
LACY,14732,1546,66.20%,1467,22250,
DENNY,14732,1546,84.80%,1899,17366,
EASTMAN,14731,1548,90.40%,2042,16295,
CROCKETT,14720,1549,64.40%,1434,22850,
RAINEY,14715,1550,65.70%,1462,22397,
MOTT,14715,1550,86.50%,1941,17013,
GAUTHIER,14711,1552,89.60%,2025,16419,
WESTBROOK,14693,1553,74.30%,1660,19781,
CULVER,14681,1554,85.20%,1915,17231,
HAUSER,14673,1555,93.80%,2125,15648,
REAGAN,14668,1556,93.60%,2122,15673,
IRVIN,14660,1557,70.60%,1583,20776,
RIDER,14660,1557,91.40%,2071,16048,
DOBSON,14652,1559,79.90%,1798,18342,
HANKS,14649,1560,85.50%,1928,17141,
SAYLOR,14631,1561,94.10%,2145,15547,
STAUFFER,14624,1562,97.20%,2217,15045,
SCHAEFFER,14611,1563,94.60%,2156,15448,
JARRETT,14592,1564,71.40%,1610,20449,
FAGAN,14586,1565,86.90%,1975,16779,
LOMBARDO,14581,1566,94.90%,2167,15368,
OAKLEY,14579,1567,87.10%,1984,16733,
STREET,14563,1568,75.40%,1701,19322,
KYLE,14551,1569,82.00%,1861,17750,
CORNELIUS,14547,1570,75.20%,1699,19342,
HUDDLESTON,14527,1571,86.10%,1957,16872,
MONAHAN,14526,1572,96.50%,2213,15058,
HUMPHRIES,14513,1573,81.60%,1857,17785,
CHRISTIE,14509,1574,82.50%,1874,17582,
REDMOND,14478,1575,69.20%,1573,20919,
PARR,14468,1576,89.80%,2057,16120,
HUMMEL,14463,1577,97.20%,2244,14878,
STONER,14452,1578,92.70%,2136,15590,
JACOB,14431,1579,67.60%,1541,21354,
WEINER,14428,1580,96.80%,2238,14903,
CHADWICK,14408,1581,90.50%,2093,15913,
BECKMAN,14385,1582,94.90%,2199,15164,
GENTILE,14382,1583,96.30%,2230,14938,
HUSTON,14368,1584,87.80%,2030,16364,
VARNER,14301,1585,82.80%,1910,17274,
LENTZ,14295,1586,96.10%,2248,14869,
PYLE,14271,1587,94.70%,2212,15066,
WHITT,14252,1588,86.40%,2016,16488,
CARMICHAEL,14249,1589,75.00%,1729,19011,
THORNE,14239,1590,78.10%,1812,18222,
LEONE,14234,1591,94.60%,2216,15047,
BURKS,14230,1592,54.50%,1232,26115,
GROVER,14217,1593,85.90%,2010,16551,
SIMMS,14189,1594,54.00%,1221,26296,
CORNETT,14187,1595,92.60%,2176,15314,
BURNHAM,14187,1595,92.70%,2179,15299,
SPIVEY,14167,1597,69.60%,1615,20349,
HAWK,14158,1598,87.20%,2045,16240,
CALL,14144,1599,94.90%,2238,14903,
COE,14133,1600,84.60%,1989,16706,
GRUBB,14122,1601,95.80%,2262,14740,
MCCORD,14119,1602,82.00%,1918,17216,
LADD,14119,1602,88.80%,2096,15898,
ADAMSON,14118,1604,87.80%,2065,16080,
NUGENT,14094,1605,90.40%,2132,15599,
LANIER,14090,1606,69.80%,1625,20181,
DUFF,14078,1607,87.30%,2058,16119,
BRUNNER,14076,1608,93.20%,2207,15105,
ARNETT,14060,1609,87.70%,2075,16027,
BRYSON,14050,1610,79.50%,1867,17680,
MATTINGLY,14009,1611,95.60%,2273,14661,
WHITTINGTON,14008,1612,81.60%,1924,17163,
SYLVESTER,14007,1613,75.90%,1784,18445,
TIMMONS,14006,1614,70.40%,1651,19900,
COMER,14002,1615,84.30%,2001,16619,
UNGER,13999,1616,95.40%,2272,14668,
KERNS,13995,1617,92.60%,2206,15113,
TALBOT,13995,1617,93.10%,2221,15027,
FAY,13992,1619,93.30%,2225,14992,
LANGSTON,13989,1620,73.70%,1731,18979,
DOWLING,13982,1621,89.70%,2137,15581,
COTTRELL,13960,1622,85.70%,2043,16288,
GANNON,13956,1623,95.80%,2286,14565,
COREY,13948,1624,90.10%,2149,15488,
CORMIER,13930,1625,84.40%,2012,16513,
BEEBE,13926,1626,94.00%,2256,14813,
BURK,13922,1627,92.50%,2215,15048,
AMBROSE,13919,1628,83.40%,1992,16697,
CROWELL,13916,1629,81.20%,1931,17136,
MARCUS,13904,1630,80.10%,1900,17360,
RAMOS,13903,1631,7.20%,112,193096,
TILLEY,13901,1632,89.30%,2143,15560,
KELLOGG,13896,1633,90.80%,2178,15302,
HOLLIDAY,13883,1634,71.20%,1686,19488,
DEMARCO,13871,1635,95.90%,2300,14463,
WAGONER,13870,1636,93.50%,2252,14841,
CRAVEN,13858,1637,91.50%,2201,15149,
BETTS,13844,1638,72.10%,1714,19209,
BREWSTER,13843,1639,74.60%,1770,18554,
QUEEN,13842,1640,77.40%,1847,17881,
TILLMAN,13833,1641,47.90%,1110,28878,
STJOHN,13824,1642,88.30%,2123,15663,
OSWALD,13800,1643,96.30%,2313,14332,
COUGHLIN,13794,1644,97.00%,2333,14226,
ASHBY,13790,1645,82.50%,1985,16723,
LORENZ,13789,1646,95.10%,2295,14501,
KAMINSKI,13788,1647,97.20%,2337,14190,
SCHULER,13782,1648,93.80%,2267,14695,
FENTON,13771,1649,90.50%,2193,15220,
MEEHAN,13767,1650,96.00%,2310,14348,
CRUZ,13748,1651,5.90%,82,231065,
NAGEL,13741,1652,96.30%,2325,14270,
BARGER,13739,1653,93.90%,2275,14635,
ENNIS,13725,1654,85.20%,2061,16102,
BARTH,13722,1655,96.10%,2322,14283,
LOOMIS,13716,1656,95.80%,2314,14311,
FAUST,13714,1657,86.80%,2108,15799,
ROLAND,13702,1658,73.10%,1752,18742,
PEREIRA,13693,1659,59.70%,1428,22921,
IVERSON,13683,1660,89.00%,2168,15366,
REARDON,13673,1661,95.70%,2320,14287,
JEFFERS,13671,1662,80.90%,1954,16895,
ANDERS,13667,1663,88.90%,2165,15375,
BLEDSOE,13651,1664,76.10%,1841,17934,
BAUMANN,13639,1665,96.50%,2349,14131,
PRESLEY,13621,1666,77.00%,1866,17687,
HARE,13621,1666,86.50%,2114,15739,
WOODY,13611,1668,75.30%,1825,18069,
VERNON,13594,1669,78.70%,1911,17267,
WAGGONER,13592,1670,93.40%,2287,14556,
ROWLEY,13579,1671,92.00%,2261,14760,
WOODALL,13573,1672,85.50%,2097,15877,
CLEMONS,13555,1673,53.70%,1282,25265,
GOODE,13555,1673,63.90%,1553,21226,
MELVIN,13555,1673,69.40%,1679,19523,
CONN,13550,1676,93.10%,2288,14553,
HARMAN,13539,1677,95.10%,2328,14237,
PRESCOTT,13531,1678,81.10%,1995,16686,
HANNAH,13528,1679,70.60%,1717,19164,
STUMP,13516,1680,95.40%,2340,14171,
MEEK,13509,1681,92.90%,2289,14549,
BURDICK,13506,1682,95.60%,2349,14131,
CORLEY,13501,1683,76.70%,1872,17609,
FLOOD,13500,1684,81.10%,1998,16652,
POWER,13499,1685,90.90%,2250,14846,
NAYLOR,13497,1686,84.70%,2088,15930,
ARNDT,13489,1687,96.00%,2361,14052,
GAGE,13481,1688,84.10%,2077,16022,
PEDERSON,13481,1688,96.10%,2366,14030,
NEWCOMB,13452,1690,94.50%,2331,14230,
TATUM,13451,1691,57.70%,1395,23300,
WHITLOCK,13442,1692,81.00%,2003,16603,
PFEIFFER,13433,1693,96.80%,2394,13870,
PURDY,13428,1694,89.60%,2226,14987,
MICHAUD,13425,1695,93.20%,2303,14408,
WHITFIELD,13423,1696,47.10%,1125,28475,
NEWSOME,13410,1697,58.80%,1438,22803,
MAIER,13408,1698,96.30%,2385,13929,
ROARK,13400,1699,95.20%,2355,14073,
BLISS,13387,1700,93.80%,2324,14273,
FOOTE,13383,1701,83.20%,2063,16093,
CUTLER,13379,1702,88.70%,2210,15087,
LAY,13376,1703,74.40%,1832,17979,
KEARNS,13376,1703,94.00%,2330,14234,
WEINSTEIN,13374,1705,96.80%,2407,13809,
DURBIN,13372,1706,95.30%,2364,14034,
STEARNS,13369,1707,92.60%,2302,14444,
PARIS,13365,1708,79.50%,1970,16813,
BOUDREAUX,13362,1709,87.70%,2190,15240,
RAPP,13362,1709,95.80%,2381,13951,
PURVIS,13360,1711,81.60%,2028,16381,
GODDARD,13346,1712,88.10%,2200,15157,
FOURNIER,13341,1713,93.80%,2335,14221,
HUTSON,13332,1714,86.40%,2160,15430,
LOMBARDI,13322,1715,96.30%,2402,13832,
BAGLEY,13321,1716,79.60%,1979,16739,
HAMLIN,13304,1717,81.30%,2031,16358,
GABRIEL,13302,1718,60.40%,1482,22013,
MOSELEY,13302,1718,79.50%,1981,16736,
ABRAHAM,13294,1720,51.70%,1250,25729,
BAUGHMAN,13292,1721,96.00%,2398,13847,
GEE,13290,1722,55.80%,1363,23826,
GRUBER,13287,1723,95.60%,2387,13903,
MULLIGAN,13281,1724,93.30%,2332,14229,
MCDONNELL,13279,1725,95.60%,2390,13892,
ALLEY,13276,1726,92.90%,2321,14285,
BRUNER,13275,1727,86.20%,2163,15404,
GRUBBS,13266,1728,85.80%,2155,15453,
GRANGER,13256,1729,79.30%,1986,16721,
MOCK,13242,1730,87.10%,2194,15208,
COVINGTON,13199,1731,52.00%,1272,25403,
GOLDSMITH,13197,1732,81.30%,2046,16238,
DEATON,13190,1733,95.40%,2404,13829,
PERDUE,13161,1734,82.50%,2085,15958,
SKELTON,13159,1735,90.50%,2291,14542,
MORELAND,13156,1736,76.60%,1921,17173,
WILLOUGHBY,13151,1737,84.20%,2130,15622,
BROWER,13146,1738,88.10%,2232,14930,
MAHAN,13137,1739,87.90%,2231,14937,
STODDARD,13135,1740,93.20%,2352,14096,
HILLIARD,13129,1741,67.10%,1675,19564,
RUTH,13122,1742,84.80%,2150,15481,
BARON,13117,1743,84.80%,2152,15464,
OGLE,13114,1744,93.30%,2362,14050,
LACEY,13105,1745,73.60%,1854,17811,
TABOR,13103,1746,87.00%,2213,15058,
RYDER,13099,1747,93.50%,2370,14004,
STARKEY,13093,1748,90.40%,2297,14483,
OUELLETTE,13090,1749,97.00%,2455,13498,
BURR,13073,1750,88.10%,2253,14839,
FOSS,13064,1751,95.10%,2418,13737,
CROUSE,13057,1752,95.60%,2430,13654,
KRUGER,13054,1753,96.00%,2439,13599,
PRITCHETT,13038,1754,71.10%,1796,18350,
MCMAHAN,13034,1755,92.60%,2356,14071,
ESTEP,13034,1755,94.50%,2411,13793,
COY,13032,1757,83.70%,2142,15561,
STRAUSS,13030,1758,95.00%,2420,13719,
BARTLEY,13019,1759,80.60%,2055,16154,
DAIGLE,13019,1759,94.50%,2412,13784,
HIGGINBOTHAM,13008,1761,90.30%,2304,14404,
HEATON,13005,1762,94.90%,2424,13700,
GOETZ,13005,1762,96.40%,2456,13495,
HECK,13003,1764,94.60%,2415,13744,
GUNDERSON,13000,1765,95.70%,2442,13583,
RENNER,12994,1766,95.90%,2448,13547,
JOHN,12992,1767,47.00%,1161,27643,
GRAF,12991,1768,95.80%,2445,13558,
LIND,12963,1769,90.60%,2316,14302,
ABERNATHY,12960,1770,80.00%,2051,16194,
LAWLER,12955,1771,91.30%,2336,14194,
CLEMENS,12952,1772,92.50%,2373,13995,
BARTHOLOMEW,12941,1773,88.10%,2266,14696,
HOUGH,12937,1774,85.70%,2208,15090,
GALE,12935,1775,85.10%,2197,15193,
ROONEY,12930,1776,95.60%,2450,13527,
HARMS,12923,1777,96.00%,2459,13468,
STRINGER,12920,1778,77.70%,1999,16634,
SMALLWOOD,12914,1779,70.90%,1811,18227,
PRIEST,12914,1779,90.00%,2309,14350,
WHITTAKER,12913,1781,78.50%,2023,16441,
DONOHUE,12908,1782,96.20%,2466,13416,
TIERNEY,12895,1783,97.20%,2491,13262,
EPSTEIN,12878,1784,97.10%,2489,13269,
STUBBS,12875,1785,67.50%,1722,19068,
TROYER,12866,1786,98.30%,2536,13091,
HAMBY,12850,1787,93.10%,2409,13802,
KAHN,12841,1788,88.10%,2284,14570,
TRIMBLE,12821,1789,82.30%,2138,15576,
